price,description,charge_type,DateUpdated
3388.3861032388663,MELPHALAN EVOMELA INJ 50MG,standard,2020-03-09
3831.0,PENTOSTATIN    PER 10 MG,standard,2020-03-09
3948.1535779816513,LEUPROLIDE ACETATE INJ 3.75 MG,standard,2020-03-09
4077.31,LEUPROLIDE *NF* 30MG INJ 4MONT,standard,2020-03-09
4093.6797142857145,INJ    THYROTROPIN ALFA    0.9 MG,standard,2020-03-09
4702.824880952381,LEUPROLIDE KIT INJ 22.5 MG,standard,2020-03-09
4894.015714285714,INJ    MELPHALAN HCL    50 MG,standard,2020-03-09
4910.894225352113,LEUPROLIDE ACETATE INJ 7.5 MG,standard,2020-03-09
6483.75,VINCRISTINE LIPOSML 5MG/31ML,standard,2020-03-09
12520.451889763779,CARMUSTINE    100 MG,standard,2020-03-09
45944.11492307692,PEGASPARGASE    SINGLE DOSE VIAL,standard,2020-03-09
11.410967741935485,BELATACEPT INJ 250 MG *R*,standard,2020-03-09
350.86411960132887,BRIMONIDINE 0.15% OPT 5ML,standard,2020-03-09
0.009999999999999998,ALUM-MAG SIMETHICONE *NF SUSP,standard,2020-03-09
0.01,DEXTROSE 10% 1/6 NS 500ML,standard,2020-03-09
0.01,DEXTROSE 5% NACL 0.15%,standard,2020-03-09
0.01,DEXTROSE 2.5% 250 ML-LVP,standard,2020-03-09
0.01,CHLORHEXIDINE .12% SUCTIONING,standard,2020-03-09
0.01,TIOTROPIUM BROMIDE HANDIHALER,standard,2020-03-09
0.01,DEXTROSE 10%/.45% NACL 1000ML,standard,2020-03-09
0.01,LISINOPRIL 1MG/ML ORAL SUSP,standard,2020-03-09
0.01,DEXTROSE 15% 500ML,standard,2020-03-09
0.010130548302872062,MINERAL OIL 480 ML,standard,2020-03-09
0.025238095238095237,REGN 1979 2000 MCG/ML *IND*,standard,2020-03-09
0.028000000000000004,PF-04518600 *INV*,standard,2020-03-09
0.028793103448275865,CALCIUM CARBONATE TAB 648 MG,standard,2020-03-09
0.02979653147617097,ASCORBIC ACID VITAMIN C *INV*,standard,2020-03-09
0.03,ATROPINE SYR 1MG/10ML ANES,standard,2020-03-09
0.03,CETUXIMAB *IND*,standard,2020-03-09
0.03,CPX-351 *IND* INJ,standard,2020-03-09
0.03,IPILIMUMAB/PLACEBO 5MG/ML *IND,standard,2020-03-09
0.03,BENDAMUSTINE INJ 5 MG/ML *IND*,standard,2020-03-09
0.03,BRENTUXIMAB INJ *IND*,standard,2020-03-09
0.03,ROMIDEPSIN 5 MG/ML INJ *IND*,standard,2020-03-09
0.03,NIVOLUMAB 10 MG/ML INJ *IND*,standard,2020-03-09
0.03,ASP2215 TAB 40MG *IND*,standard,2020-03-09
0.03,PEMBROLIZUMAB 25 MG/ML *INV*,standard,2020-03-09
0.03,0.9%NS/REGN 1979 DILUENT *IND*,standard,2020-03-09
0.03,VENETOCLAX 100 MG TAB *IND*,standard,2020-03-09
0.03,PEVONDISTAT 10 MG/ML *IND*,standard,2020-03-09
0.03,ADENOSINE 0.84MG/KG INJ *IND*,standard,2020-03-09
0.03,ATEZOLIZUMAB 60MG/ML INJ *INV*,standard,2020-03-09
0.03,VEHICLE 001 INJ *INV*,standard,2020-03-09
0.03,ORH 2014 5MG CAP *INV*,standard,2020-03-09
0.03,PERTUZUMAB 30MG/ML INJ *INV*,standard,2020-03-09
0.03,DALBAVANCIN 20MG/ML INJ *INV*,standard,2020-03-09
0.03,HP-CD (VTS-270) *INV*,standard,2020-03-09
0.03,SCY-078 250 MG TABLET *INV*,standard,2020-03-09
0.03,LAM-003 50 MG TABLET *INV*,standard,2020-03-09
0.03,APR-246 150 MG/ML INJ *INV*,standard,2020-03-09
0.03,TRASTUZUMAB *IND*,standard,2020-03-09
0.030000000000000002,LACTULOSE SYRP 10 G/15 ML,standard,2020-03-09
0.030000000000000002,DECITABINE INJ *IND*,standard,2020-03-09
0.030000000000000002,IMMU-132 *IND*,standard,2020-03-09
0.030000000000000002,PRM-151 INJ *IND*,standard,2020-03-09
0.030000000000000002,RX-0201 100 MG/ML INJ *IND*,standard,2020-03-09
0.030000000000000002,REGN 1979 100 MCG/ML *IND*,standard,2020-03-09
0.030000000000000002,SL-401 inj *INV*,standard,2020-03-09
0.030000000000000002,OPN 305 10MG/ML *IND*,standard,2020-03-09
0.030000000000000002,AMV 12.5MCG/ML INJ *INV*,standard,2020-03-09
0.030000000000000002,AZD5991 10MG/ML INJ *INV*,standard,2020-03-09
0.030000000000000002,CC-486 100MG CAP *INV*,standard,2020-03-09
0.030010162601626013,MEDI4736 INJ 200 MG *IND*,standard,2020-03-09
0.030522844383373417,ISO-OSMOTIC SOLUTION,standard,2020-03-09
0.030833333333333338,MEDICAL MARIJUANA HOME TRTMNT,standard,2020-03-09
0.030851370851370855,SGI-110 INJ *IND*,standard,2020-03-09
0.031074380165289253,ACETAZOLAMIDE PO SUSP 25 MG/ML,standard,2020-03-09
0.031300333922608524,ASCORBIC ACID TAB 250 MG,standard,2020-03-09
0.03168627450980392,ENTOSPLETINIB 200 MG TAB *INV*,standard,2020-03-09
0.03171641791044776,OTS167 *INV*,standard,2020-03-09
0.03192307692307692,HYDROMORPHONE CLINIC PCA,standard,2020-03-09
0.032435897435897434,HYDROCHLOROTHIAZIDE PO 5MG/ML,standard,2020-03-09
0.0325,HAS/D5W STOCK SLN 0.5MG/ML INV,standard,2020-03-09
0.03272727272727272,LENALIDOMIDE CAP 25MG,standard,2020-03-09
0.03333333333333333,REGN2810 INJ 250MG/10ML *IND*,standard,2020-03-09
0.03383333333333333,VANCOMYCIN 2 G TOPICAL *IND*,standard,2020-03-09
0.03404761904761905,FREE-IND-IVPB,standard,2020-03-09
0.03421818181818182,ENALAPRIL SUSP 1 MG/ML EXT,standard,2020-03-09
0.03428571428571429,NALOXONE INTRANASAL KIT,standard,2020-03-09
0.03611966701352757,NON-FORMULARY ITEM,standard,2020-03-09
0.037096774193548385,AMV 125 MCG/ML INJ *INV*,standard,2020-03-09
0.038734177215189874,RUXOLITINIB 5MG TAB *IND*,standard,2020-03-09
0.039696969696969696,CLONAZEPAM PO SUSP 0.1 MG/1 ML,standard,2020-03-09
0.039961661341853034,LISINOPRIL TAB 2.5MG,standard,2020-03-09
0.039999999999999994,SODIUM CHLORD 0.9% IRGTN 250ML,standard,2020-03-09
0.039999999999999994,HYDROMORPHONE ON DEMAND PCA,standard,2020-03-09
0.039999999999999994,HSA/D5W DIL #1 5 MG/ML  *INV*,standard,2020-03-09
0.04,LENALIDOMIDE CAP 10MG,standard,2020-03-09
0.04,LENALIDOMIDE CAP 20MG,standard,2020-03-09
0.04,STERILE H2O IRRIGATN SLN 250ML,standard,2020-03-09
0.04,ENTECAVIR SOLN 0.05MG/ML EXT,standard,2020-03-09
0.04,MORPHINE ON DEMAND PCA,standard,2020-03-09
0.04,FENTANYL ON DEMAND PCA,standard,2020-03-09
0.04,IBRUTINIB 420 MG TAB,standard,2020-03-09
0.04,HEPATITIS B VAC 5MCG/0.5ML,standard,2020-03-09
0.04,NIACIN TAB 50 MG,standard,2020-03-09
0.04,BLINATUMOMAB STABILIZER,standard,2020-03-09
0.04,CABAZITAXEL INJ *IND*,standard,2020-03-09
0.04,LC BEAD (100 - 300 MICRON),standard,2020-03-09
0.04,MEDICATION APPROVAL,standard,2020-03-09
0.04,AG-221 100 MG TAB *IND*,standard,2020-03-09
0.04,CHEMOTHERAPY COMMUNICATION,standard,2020-03-09
0.04,COPANLISIB INJ 60MG *IND*,standard,2020-03-09
0.04,0.9NS/REGN 1979DIL FLUSH *IND*,standard,2020-03-09
0.04,BRINCIDOFOVIR SUSP *IND*,standard,2020-03-09
0.04,FT-2102 150 MG TAB *INV*,standard,2020-03-09
0.04,RRX-001 2MG/ML INJ *INV*,standard,2020-03-09
0.04,ACD-A INJ *INV*,standard,2020-03-09
0.04,FREE-IND,standard,2020-03-09
0.04143254520166898,OXYBUTYNIN SYRP 5 MG/5 ML,standard,2020-03-09
0.04663551401869159,THIAMINE TAB 50 MG,standard,2020-03-09
0.04713855421686747,PYRIDOXINE HCL TAB 25 MG UD,standard,2020-03-09
0.04739187133231906,D5W 250 ML W/ LIDOCAINE 2 G,standard,2020-03-09
0.05,PYRIDOXINE TAB 100MG,standard,2020-03-09
0.05,JNJ-63709178/VEH 001 INJ *INV*,standard,2020-03-09
0.050011661807580175,PYRIDOXINE HCL TAB 50 MG,standard,2020-03-09
0.05079684418145957,CALCIUM CARBONATE SUSP 1250 MG,standard,2020-03-09
0.05340647857889237,PSEUDOEPHEDRINE SYRP 30 MG/5 M,standard,2020-03-09
0.055098039215686276,SODIUM BICARB SOLN 1 MEQ/1 ML,standard,2020-03-09
0.05714285714285714,TESTOSTERONE CYP 200MG/ML,standard,2020-03-09
0.05756493506493507,VITAMIN A AQ CAP 10000IU UD,standard,2020-03-09
0.05884615384615385,RANITIDINE *R* SYRP 15 MG/ML,standard,2020-03-09
0.060000000000000005,ACETAMINOPHEN 120MG/3.75ML,standard,2020-03-09
0.060000000000000005,DEXAMETHASONE TAB 1.5 MG,standard,2020-03-09
0.06442622950819672,PSEUDOEPHEDRINE TAB 30 MG,standard,2020-03-09
0.06476190476190476,IBUPROFEN SUSP 100 MG/5 ML,standard,2020-03-09
0.06899990464337846,ACETAMINOPHEN TAB 325MG,standard,2020-03-09
0.06994736842105263,CYTRA 3 VANILLA 473ML,standard,2020-03-09
0.07,NIACIN TAB 500 MG UD,standard,2020-03-09
0.0700874635568513,AMANTADINE SYRP 50 MG/5 ML,standard,2020-03-09
0.07692307692307693,LABETALOL PO SUSP 40 MG/ML,standard,2020-03-09
0.07733333333333332,TOCOPHEROL CAP 100 U,standard,2020-03-09
0.07865286732270106,MELATONIN TAB 1MG,standard,2020-03-09
0.07888498242089402,ZOLPIDEM 5MG TAB BULK,standard,2020-03-09
0.07996119016817595,BISMUTH*NF SUSP 87.33 MG/5 ML,standard,2020-03-09
0.08,VITAMIN E CAP 200 IU UD,standard,2020-03-09
0.08,FENTANYL 200 MCG IN 100 ML,standard,2020-03-09
0.08,HYDROMORPHONE 3 MG IN 100 ML,standard,2020-03-09
0.08049019607843139,DOXEPIN *NF* CAP 25 MG,standard,2020-03-09
0.0824717037037037,CALCIUM CITRATE VIT D 315MG,standard,2020-03-09
0.08705588368923216,LANSOPRAZOLE PO SUSP 3 MG/ML,standard,2020-03-09
0.08776782719527738,ASPIRIN CHEW TAB 81 MG,standard,2020-03-09
0.08857356540658146,BISACODYL TAB 5 MG,standard,2020-03-09
0.08994072164948452,MULTIVIT-MINERALS PRENATAL TAB,standard,2020-03-09
0.08995693277310925,ASCORBIC ACID TAB 500 MG,standard,2020-03-09
0.08999563661750588,FERROUS SULFATE TAB 325 MG,standard,2020-03-09
0.09,ATENOLOL TAB 12.5 MG,standard,2020-03-09
0.09,MULTIVITAMINS CHEW TAB,standard,2020-03-09
0.09048101265822785,LORATADINE PO SYRP 1MG/ML EXT,standard,2020-03-09
0.09163878342859527,MULTIVITAMINS CAP,standard,2020-03-09
0.09202103681442524,SPIRONOLACTONE SUSP 1MG/ML,standard,2020-03-09
0.09280898876404493,IBUPROFEN TAB 200 MG,standard,2020-03-09
0.09646231721034872,CALCIUM CITRATE TAB 950MG,standard,2020-03-09
0.09831875237732979,CHOLECALCIFEROL TAB 1000 INT.,standard,2020-03-09
0.09998560855263157,WITCH HAZEL PAD JAR OF 40,standard,2020-03-09
0.09999999999999999,CHLORPHENIRAMINE TAB 4 MG,standard,2020-03-09
0.1,HYDRALAZINE PO SUSP 4 MG/ML,standard,2020-03-09
0.1,ACYCLOVIR INJ 500 MG,standard,2020-03-09
0.1,PSEUDOEPHEDRINE TAB 60 MG,standard,2020-03-09
0.10065420560747664,SENNA CONC SYRUP 240 ML,standard,2020-03-09
0.10210305620514475,ASPIRIN EC TAB 81 MG UD,standard,2020-03-09
0.10233333333333333,NIFEDIPINE 4MG/ML EXTEMP,standard,2020-03-09
0.10367048192771085,CALCIUM CARBONATE TAB 1250 MG,standard,2020-03-09
0.11,CLONAZEPAM PO SUSP 0.5 MG/5 ML,standard,2020-03-09
0.11129247168554296,HYDROCHLOROTHIAZIDE TAB 25 MG,standard,2020-03-09
0.11335305719921104,WARFARIN TAB 0.5MG,standard,2020-03-09
0.1134090909090909,VITAMIN B COMPLEX CAP UD,standard,2020-03-09
0.11565463846260196,LEVETIRACETAM ORAL SOLN 100MG,standard,2020-03-09
0.11639999999999998,HYDROCHLOROTHIAZIDE TAB 50 MG,standard,2020-03-09
0.11647619047619047,ASPIRIN EC TAB 325 MG,standard,2020-03-09
0.11996579769745212,SENNA TAB,standard,2020-03-09
0.12,DICYCLOMINE *NF* TAB 20 MG,standard,2020-03-09
0.12,LIDOCAINE INJ 1% 50 ML,standard,2020-03-09
0.12,HYDROXYCHLOROQUINE 25MG/ML,standard,2020-03-09
0.12000000000000001,FERROUS SULFATE 7.5MG/0.5ML SL,standard,2020-03-09
0.12000000000000001,WARFARIN TAB 1 MG,standard,2020-03-09
0.12000212472113037,ACYCLOVIR IV SY 7 MG/ML D5W,standard,2020-03-09
0.1201207729468599,VALPROATE SODIUM SYRP 250 MG/5,standard,2020-03-09
0.12324819908316961,WARFARIN TAB 2 MG,standard,2020-03-09
0.12364963503649636,CLONIDINE SUSP 0.1 MG/ML EXT,standard,2020-03-09
0.125,SODIUM PHOS 3MMOL/ML EXT,standard,2020-03-09
0.12500601176771553,DOCUSATE CAP 100 MG,standard,2020-03-09
0.1258578431372549,DEXAMETHASONE TAB 0.5 MG,standard,2020-03-09
0.12871598046057223,WARFARIN TAB 2.5 MG,standard,2020-03-09
0.12987012987012986,PEN V POT SUSP 250 MG/5 ML 100,standard,2020-03-09
0.1304382470119522,LEVOTHYROXINE PO SUSP 25 MCG/M,standard,2020-03-09
0.1318170731707317,DEXAMETHASONE TAB 6MG *NF*,standard,2020-03-09
0.13189751801441152,SIMETHICONE CHEW TAB 80 MG,standard,2020-03-09
0.13520307354555433,DIAZEPAM TAB 5 MG,standard,2020-03-09
0.13736501687289088,WARFARIN TAB 5 MG,standard,2020-03-09
0.13982898009950248,DEXAMETHASONE TAB 4 MG,standard,2020-03-09
16.65318918918919,BROMOCRIPTINE TAB 2.5 MG,standard,2020-03-09
0.14,METOPROLOL TARTRATE 100MG TAB,standard,2020-03-09
0.14079246624022745,LISINOPRIL TAB 20 MG,standard,2020-03-09
0.14823430674748844,BUPIVACAINE INJ .25%-30ML,standard,2020-03-09
0.14914276904101142,CALCIUM CARBONATE-VIT D TAB 50,standard,2020-03-09
0.15,SULFAMET-TRIM SYR 0.8MG/ML D5W,standard,2020-03-09
0.15079913606911446,AMOXICILLIN CAP 250 MG,standard,2020-03-09
0.15099135739705136,FUROSEMIDE SOLN 10 MG/ML 60 ML,standard,2020-03-09
0.15147476727094564,ALLOPURINOL PO SUSP 20 MG/ML E,standard,2020-03-09
0.15483050847457627,RIBOFLAVIN TAB 100MG,standard,2020-03-09
0.15758215962441316,CYCLOBENZAPRINE TAB 5MG UD,standard,2020-03-09
0.16166666666666665,NAPROXEN TAB 250 MG,standard,2020-03-09
0.16244444444444445,DIVALPROEX EC TAB 125 MG,standard,2020-03-09
0.16473684210526315,MAGN SULF PO SLN 500MG/ML EXT,standard,2020-03-09
0.1647914735866543,METOPROLOL TARTRATE TAB 50 MG,standard,2020-03-09
0.16906923076923075,SOD CITRATE-CIT ACID 500MG SLN,standard,2020-03-09
0.1693937850229241,FUROSEMIDE TAB 20 MG,standard,2020-03-09
0.16962264150943399,MAGNESIUM GLUCONATE TAB 500 MG,standard,2020-03-09
0.16999999999999998,PU-H71 5MG/ML INJ *INV*,standard,2020-03-09
0.17001608409684923,IBUPROFEN TAB 400 MG,standard,2020-03-09
0.1730173579801623,LEVETIRACET INJ 500MG,standard,2020-03-09
0.1737956377430062,CLONIDINE TAB 0.1 MG,standard,2020-03-09
0.1749935149156939,CITALOPRAM TAB 20 MG,standard,2020-03-09
0.17550310732490748,TRAMADOL TAB 50 MG,standard,2020-03-09
0.17563507109004742,METFORMIN TAB 500 MG,standard,2020-03-09
0.1764896073903002,NITROGLYCERIN 100MCG/ML 4ML,standard,2020-03-09
0.17682961444453205,LOPERAMIDE TAB 2MG,standard,2020-03-09
0.17767040552200172,URSODIOL SYRG 15MG/1.5 ML,standard,2020-03-09
0.18000000000000002,WARFARIN TAB 7.5 MG,standard,2020-03-09
0.1822072599531616,CITALOPRAM TAB 10MG,standard,2020-03-09
0.1828812572759022,LORAZEPAM 1MG TAB,standard,2020-03-09
0.18705405405405404,ALPRAZOLAM 0.5MG UD TAB,standard,2020-03-09
0.1877756708407871,METROPROLOL TAB 25MG UD,standard,2020-03-09
0.1880654911838791,ATENOLOL TAB 50 MG,standard,2020-03-09
0.18859835100117786,LORAZEPAM 0.5MG TAB,standard,2020-03-09
0.19,HYDROCORTISONE SUSP 2MG/ML,standard,2020-03-09
0.1903765227021041,ALPRAZOLAM *R* TAB 1 MG,standard,2020-03-09
0.1929446443873179,MAGNESIUM OXIDE TAB 400 MG,standard,2020-03-09
0.19668073136427566,HYDROCORTISONE TAB 20 MG,standard,2020-03-09
0.1979923518164436,DIAZEPAM TAB 2 MG BOX 100'S,standard,2020-03-09
0.19859199280251913,CYCLOBENZAPRINE *NF* TAB 10 MG,standard,2020-03-09
0.2,DIAZEPAM TAB 10 MG BOX 100'S,standard,2020-03-09
0.20231473771856787,SIMETHICONE SOLN 40 MG/0.6 ML,standard,2020-03-09
0.20487608625683937,LISINOPRIL TAB 10 MG,standard,2020-03-09
0.20910891089108907,BUSPIRONE TAB 10 MG,standard,2020-03-09
0.20921377517868747,ASPIRIN TAB 325 MG,standard,2020-03-09
0.20999999999999996,SOD BICARB TAB 325 MG UD,standard,2020-03-09
0.21,CITALOPRAM SOLN 10MG/5ML 120ML,standard,2020-03-09
0.21381482993991016,FOLIC ACID TAB 1 MG,standard,2020-03-09
0.21707055214723928,BUSPIRONE TAB 5 MG,standard,2020-03-09
0.21782805429864255,CITALOPRAM TAB 40 MG,standard,2020-03-09
0.21934426229508197,ALPRAZOLAM TAB 2MG,standard,2020-03-09
0.2193469387755102,ROPINIROLE HCL TAB 0.5MG UD,standard,2020-03-09
0.22111111111111112,GLIMEPIRIDE TAB 1MG UD,standard,2020-03-09
0.2234855769230769,LITHIUM CARBONATE CAP 300 MG,standard,2020-03-09
0.224910394265233,FOLIC ACID SUSP 1 MG/ML,standard,2020-03-09
0.225,GUANFACINE 1MG TAB,standard,2020-03-09
0.23,LACTASE CAPLETS,standard,2020-03-09
0.2300639318060735,LIDOCAINE INJ 1 % 10 ML AMP,standard,2020-03-09
0.23370703839122486,IBUPROFEN TAB 600 MG,standard,2020-03-09
0.2342948717948718,FUROSEMIDE TAB 80 MG,standard,2020-03-09
0.23440286831812257,SOD BICARB TAB 650MG UD,standard,2020-03-09
0.23862704918032787,CLONIDINE TAB 0.2 MG,standard,2020-03-09
0.23968843401865775,AMLODIPINE 5MG UD TAB,standard,2020-03-09
0.23986338272080046,DEXAMETHASONE TAB 2 MG,standard,2020-03-09
0.24519768457841853,FUROSEMIDE TAB 40 MG,standard,2020-03-09
0.24669120334116418,FAMOTIDINE *NF* TAB 20 MG,standard,2020-03-09
0.24751622343809646,OMNIPAQUE 300 INJ 50ML,standard,2020-03-09
0.2478265642151482,CLONAZEPAM TAB 1 MG,standard,2020-03-09
0.24852024000676076,AMLODIPINE TAB 10 MG,standard,2020-03-09
0.2485347985347985,SODIUM CHLORIDE 4MEQ/ML SOLN,standard,2020-03-09
0.24971098265895955,VERAPAMIL TAB 80 MG,standard,2020-03-09
0.25,TOPIRAMATE TAB 100 MG,standard,2020-03-09
0.2501170117011701,DEXAMETHASONE SOLN 0.5 MG/5 ML,standard,2020-03-09
0.25111111111111106,PRAMIPEXOLE TAB 1.5MG,standard,2020-03-09
0.2547457627118644,ROPINIROLE TAB MG UD,standard,2020-03-09
0.25529411764705884,ONDANSETRON 8 MG/50 ML D5W,standard,2020-03-09
0.2562154432793136,DONEPEZIL TAB 10 MG,standard,2020-03-09
0.25735294117647056,METHIMAZOLE TAB 10 MG UD,standard,2020-03-09
0.257431693989071,PHENYTOIN SUSP 125 MG/5 ML,standard,2020-03-09
0.2577059223961879,AMOXICILLIN CAP 500 MG,standard,2020-03-09
0.25839080459770114,TRIHEXYPHENIDYL *NF* TAB 2 MG,standard,2020-03-09
0.2592857142857143,POTASSIUM PHOS 3MMOL/ML EXT,standard,2020-03-09
0.26,ESTRADIOL TAB 1 MG UD,standard,2020-03-09
0.26,QUININE CAP 325 MG,standard,2020-03-09
0.26094972067039107,PEN V POTASSIUM TAB 250 MG,standard,2020-03-09
0.26981651376146787,NAPROXEN TAB 375 MG,standard,2020-03-09
0.27,MELATONIN TAB 5MG,standard,2020-03-09
0.27,LABETALOL INJ 5 MG/ML 40 ML,standard,2020-03-09
0.2702788844621514,CLONIDINE TAB 0.3 MG,standard,2020-03-09
0.2727827502034174,GABAPENTIN CAP 100 MG,standard,2020-03-09
0.27297872340425533,ROPINIROLE HCL TAB 2 MG UD,standard,2020-03-09
0.2730937052932761,FLUOXETINE CAP 20 MG,standard,2020-03-09
0.273467177983307,ALPRAZOLAM TAB 0.25 MG,standard,2020-03-09
0.2737577336372517,CARVEDILOL TAB 6.25 MG UD,standard,2020-03-09
0.2740997229916898,LAMOTRIGINE TAB 25 MG,standard,2020-03-09
0.2747837370242215,ATROPINE .1MG/1ML SYRINGE 10ML,standard,2020-03-09
0.2764407271078709,OMNIPAQUE 300 INJ 100ML,standard,2020-03-09
0.27697475395806587,LISINOPRIL TAB 5 MG,standard,2020-03-09
0.27966748768472904,METRORMIN TAB 1000MG,standard,2020-03-09
0.28,ESTRADIOL TAB 2 MG UD,standard,2020-03-09
0.28,BACITRACIN OINT 500 U/G 0.9 G,standard,2020-03-09
0.28908993346211637,CARVEDILOL TAB 25 MG UD,standard,2020-03-09
0.29,PINDOLOL TAB 5 MG,standard,2020-03-09
0.2900475059382423,CLINDAMYCIN IV SY 12 MG/ML,standard,2020-03-09
0.2918187539332914,INSULIN NPH HUMAN 100U/ML 3ML,standard,2020-03-09
0.2928395061728395,ROPINIROLE TAB 0.25MG,standard,2020-03-09
0.29297451865031454,INSULIN R HUMAN INJ 100UNI/3ML,standard,2020-03-09
0.29378313253012045,THIAMINE TAB 100 MG,standard,2020-03-09
0.3,SULFAMETH-TRIM IV SY 1.6 MG/ML,standard,2020-03-09
0.3,FERROUS SULF 12MG/ML SOLN,standard,2020-03-09
0.3,VERAPAMIL TAB 120 MG,standard,2020-03-09
0.30422680412371134,TEMAZEPAM CAP 15 MG,standard,2020-03-09
0.3046858168761221,FLUOXETINE HCL CAP 10MG UD,standard,2020-03-09
0.30654135338345867,FLUORESCEIN .6MG STRIP,standard,2020-03-09
0.30674603174603177,PROPYLTHIOURACIL TAB 50 MG,standard,2020-03-09
0.31,SIMVASTATIN TAB 80 MG,standard,2020-03-09
0.31027093596059113,PROPRANOLOL HCL SOLN 20 MG/5 M,standard,2020-03-09
0.31997828875949863,MULTIVIT-MINERALS THERAPEUTIC,standard,2020-03-09
0.32,SIMVASTATIN TAB 10 MG,standard,2020-03-09
0.32137805322639446,CARVEDILOL TAB 12.5 MG UD,standard,2020-03-09
0.3270733740967204,HYDRALAZINE TAB 10 MG,standard,2020-03-09
0.33,SODIUM CHLORIDE 0.9% INH SOL 3,standard,2020-03-09
0.33,HALOPERIDOL SOLN 2 MG/ML,standard,2020-03-09
0.33205714285714283,CLONAZEPAM TAB 2 MG,standard,2020-03-09
0.33375586854460093,PRAMIPEXOLE *NF* TAB 1 MG,standard,2020-03-09
0.334010989010989,IRON POLYSACCHARIDES CAP 150 M,standard,2020-03-09
6.671293103448276,CAPTOPRIL TAB 100 MG,standard,2020-03-09
0.33471441523118767,SIMVASTATIN TAB 40 MG,standard,2020-03-09
0.33489024390243904,TRAZODONE TAB 50 MG,standard,2020-03-09
0.335073105892778,AMLODIPINE BESYL TAB 2.5MG UD,standard,2020-03-09
0.33896403187594226,SODIUM CHL TAB 1 G,standard,2020-03-09
0.33999999999999997,TRIHEXYPHENIDYL *NF* TAB 5 MG,standard,2020-03-09
0.35,MULTIVITAMIN B&C FOLIC ACID 1M,standard,2020-03-09
0.35,VIT B COMPLEX VIT C-FA CAP,standard,2020-03-09
0.35,UTOMILUMAB 10 MG/ML INJ *INV*,standard,2020-03-09
0.35000000000000003,MORPHINE LIQ 10MG/.5ML UD,standard,2020-03-09
0.35000000000000003,BACLOFEN PO SUSP 10 MG/ML EXT,standard,2020-03-09
0.3517312661498708,BENZTROPINE TAB 1 MG,standard,2020-03-09
0.355213987473904,BISACODYL SUP 10 MG,standard,2020-03-09
0.35928571428571426,METFORMIN HCL TAB 850MG UD,standard,2020-03-09
0.36,HYDROCHLOROTHIAZIDE TAB 12.5MG,standard,2020-03-09
0.3684978540772532,METHOCARBAMOL TAB 750 MG,standard,2020-03-09
0.37,CARVEDILOL TAB 3.125MG UD,standard,2020-03-09
0.374489898989899,LORAZEPAM TAB 2 MG,standard,2020-03-09
0.3749549787436297,GABAPENTIN CAP 300 MG,standard,2020-03-09
0.3757774140752865,ACETAMINOPHEN-COD #3 TAB 300/3,standard,2020-03-09
0.3762135922330097,OLANZAPINE TAB 7.5 MG,standard,2020-03-09
0.3777178899082569,TOPIRAMATE TAB 25 MG,standard,2020-03-09
0.37884994092162266,BENZOCAINE-MENTHOL LOZENGE,standard,2020-03-09
0.37968883205456094,LEVOTHYROXINE TAB 25 MCG,standard,2020-03-09
0.3798782961460446,CYANOCOBALAMIN TAB 100 MCG UD,standard,2020-03-09
0.38,PHENAZOPYRIDINE TAB 200 MG,standard,2020-03-09
0.38028932451582426,AMOXICILLIN SUS 400MG/5ML EXT,standard,2020-03-09
4.445709624796084,CAPTOPRIL TAB 12.5 MG,standard,2020-03-09
0.38352236667007883,HYDRALAZINE TAB 25 MG,standard,2020-03-09
0.38428812605514917,LAMOTRIGINE 100MG TAB,standard,2020-03-09
0.3847282608695652,MEDROXYPROGESTERONE ACET TAB 1,standard,2020-03-09
0.38980243510222834,SPIRONOLACTONE TAB 25 MG,standard,2020-03-09
0.389914346895075,FERROUS GLUCONATE TAB 324MG,standard,2020-03-09
0.38999999999999996,DONEPEZIL TAB 5MG,standard,2020-03-09
0.3920552964690206,ATENOLOL 25MG UD TAB,standard,2020-03-09
0.3929483767961682,HYDRALAZINE TAB 50 MG,standard,2020-03-09
0.39980874316939896,ZIDOVUDINE SYRP 50 MG/5 ML,standard,2020-03-09
0.39999999999999997,HYDROCHLOROTHIAZIDE 12.5MG CAP,standard,2020-03-09
0.4,LISINOPRIL TAB 40 MG,standard,2020-03-09
0.40331066640761604,DILTIAZEM TAB 30 MG,standard,2020-03-09
0.40437681159420286,ESCITALOPRAM TAB 5MG,standard,2020-03-09
0.40619469026548677,CARBAMAZEPINE SUSP 100 MG/5 ML,standard,2020-03-09
0.4086451612903226,CETIRIZINE HCL TAB 10 MG UD,standard,2020-03-09
0.41194630872483223,TERAZOSIN HCL CAP 1 MG,standard,2020-03-09
0.41777777777777775,GLYBURIDE TAB 5 MG,standard,2020-03-09
0.4199944258639911,ACYCLOVIR CAP 200 MG,standard,2020-03-09
0.42000000000000004,NEOMYCIN-POLYMYXIN-BACITRACIN,standard,2020-03-09
0.42122689075630254,RAMIPRIL *NF* CAP 5 MG,standard,2020-03-09
0.4284615384615385,PEN V POTASSIUM TAB 500 MG,standard,2020-03-09
0.43000000000000005,ZINC SULFATE CAP 220 MG UD,standard,2020-03-09
0.43003431708991074,POTASSIUM 110MG/1ML SYR,standard,2020-03-09
0.4302136752136752,SULFAMETH-TRIMETHOPRIM DS TAB,standard,2020-03-09
