UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 7/1/2019,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
7.5F DILATOR ,EACH,120
7.5F INSERTION KIT ,EACH,340
7.5F PACING SWAN ,EACH,138.00
7.5F THERMO-COOL BI-DIR (NAV) ,EACH,7385
7/10 SHEATH ,EACH,70
7/90 STR GUIDE CATH ,EACH,360
700-900 EMBOSPH 2ML ,EACH,610.00
7-100 LEHMAN CATHETER ,EACH,173
7-100 XBLAD 3.5 GUIDE ,EACH,184
7-100 XBLAD 4.0 GUIDE ,EACH,184
7-100CM AP2 CATHETER (BIOSPSY) ,EACH,50.00
7-45CM BIOPSY SHEATH JUGULAR ,EACH,70
7-75CM ANGLED PIGTAIL JUGULAR ,EACH,105
7-96CM BIOPSY SHEATH FEMORAL ,EACH,245
7F 110CM BERMAN CATHETER ,EACH,184
7F 110CM REVERSE BERMAN ,EACH,194
7F 13CM PEEL APART INTRO SYST ,EACH,439
7F 175CM 7MM LOOP MICROSNARE K ,EACH,1840
7F 24CM ARROW FLEX SHEATH ,EACH,80
7F 35CM ARROW FLEX SHEATH ,EACH,194.00
7F 65CM (BROVIAC) WHITE CON ,EACH,620
7F 90CM BERMAN CATHETER ,EACH,194
7F ASYM #4 CURVE STD END 8F/10 ,EACH,4535
7F DUO-DEC (2-10-2) SUPER LRG ,EACH,2355
7F DUO-DEC H CURV STEER INQ ,EACH,3410
7F DUO-DEC H LARGE CURV STEER ,EACH,3198
7F ENSNARE SYSTEM ,EACH,1015
7F IBI 15-15 VAR RAD SPIRAL CA ,EACH,3735
7F INTRO 10CM ,EACH,70
7F LASSO 20 POLE 15MM CATH ,EACH,3320
7F LASSO 20 POLE 20MM ,EACH,"3,320.00"
7F LASSO 20 POLE 2515MM ,EACH,"4,400.00"
7F NAV D-F CURVE EZ STEER ABL CATH ,EACH,"6,625.00"
7F ORBITER ST (D CURVE) STEER ,EACH,2385
7F PRIME LRG CURVE STAND END 7 ,EACH,3000
7F PRIME STD CURVE STD END 7F/ ,EACH,3000
7F SAFIRE BLU DUO SP ABL CATHETER ,EACH,3600
7F SM CURVE STD END 7F/4MM TIP ,EACH,"2,870.00"
7F STD CURVE EXT END 7F/4MM TI ,EACH,2870
7F TD SWAN (C-CURVE) ,EACH,110
7F TD SWAN GANZ HEPARIN FREE ,EACH,115
7F TD SWAN S CURVE ,EACH,423
7F THERAPY COOL PATH BIDIR CATH ,EACH,3600
7F WORLEY RENAL SAFE SHEATH ,EACH,1315
7FR 1CM LOOP DRAIN ,EACH,235
7FR 25CM SHEATH ,EACH,80
7FR ANGLE GUIDE CATH ,EACH,355
7FR DILATOR ,EACH,60
8.032 54.5CM SL1 W/WIRE SHEATH ,EACH,500
8.032 57CM SL2 W/WIRE SHEATH ,EACH,510.00
8.032 60CM SR4 SHEATH ,EACH,510
8.032 62CM SL4 SHEATH ,EACH,510
8.032 63CM SL3 W/WIRE SHEATH ,EACH,510
8.032 PREFACE SHEATH 62CM ,EACH,383.00
8.035 55CM FLEXOR INTRO ,EACH,168
8.038 55CM FLEXOR RAABE SHEATH ,EACH,148.00
8.038 63CM MULLINS SHEATH ,EACH,168
8.038 80CM FLEXOR INTRO SET ,EACH,224
8.0MMX20MMX80CM STER OTW BALL ,EACH,825
8.0MMX2CM TYSHAK II BALL ,EACH,"1,385.00"
8.0MMX2CM TYSHAK MINI BALL ,EACH,"1,438.00"
8.0MMX2CM Z-MED BALL ,EACH,875.00
8.0MMX30MMX80CM STER OTW BALL ,EACH,825
8.0MMX3CM TYSHAK BALL ,EACH,"1,090.00"
8.0MMX3CM TYSHAK II BALL ,EACH,"1,385.00"
8.0MMX40MMX80CM STER OTW BALL ,EACH,825
8.0X3CM Z-II BALL ,EACH,908
8.0X4CM TYSHAK BALL ,EACH,"1,090.00"
8.5 .038 60CM SRO SHEATH ,EACH,530
8.5F AGILIS NXT MED CURL STEER ,EACH,2535
8.5F AGILIS NXT SML CURL STEER ,EACH,2535
8.5F LAMP 135 DEG BRAIDED SHEATH ,EACH,530
8.5F RAMP SHEATH 60CM ,EACH,449
8.5F SL1 SHEATH ,EACH,500
8.5F SL2 SHEATH ,EACH,510.00
8/22 NEPHROURETERAL CATH ,EACH,345
8/26 NEPHROURETERAL CATH ,EACH,365
8/30 ABSCESSION CATH ,EACH,235
85 CM CHECK FLO PERFORMER ,EACH,214
8F 11CM ARROW FLEX SHEATH ,EACH,40
8F 24CM ARROW FLEX SHEATH ,EACH,80
8F 35CM ARROW FLEX SHEATH ,EACH,194
8F 45CM FLEX SHEATH ,EACH,173
8F 80CM ARROW FLEX SHEATH ,EACH,335
8F ANGIOSEAL VIP ,EACH,755.00
8F CCO SWAN HEPARIN COATED ,EACH,673
8F CCO SWAN NON HEP COATED ,EACH,673
8F DILATOR ,EACH,50
8F INTRO 10CM ,EACH,70
8F INTRO 25CM ,EACH,60.00
8F PRIME LRG CURVE STD END 8F/ ,EACH,4400
8F STD CURVE STD END 8F/8MM TI ,EACH,"4,135.00"
8F/90 STR GUIDE CATH ,EACH,320
8FR BILIARY CATH ,EACH,295.00
8FR DILATOR ,EACH,60
8FR NEPH CATH ,EACH,265.00
8FR SHUTTLE SHEATH ,EACH,320
8MM VOICE PROSTHESIS ,EACH,760
8X80 ARROW-FLEX SHEATH ,EACH,295
9.0 X 2CM TYSHAK II BALL ,EACH,"1,385.00"
9.0 X 2CM Z-II BALL ,EACH,"1,285.00"
9.0 X 3CM TYSHAK II BALL ,EACH,"1,385.00"
9.035 20CM DILATOR ,EACH,50
9.038 FLEXOR CHECK FLO INTRODUCER ,EACH,148
9.0MMX20MMX80CM STER OTW BALL ,EACH,825.00
9.0MMX30MMX80CM STER OTW BALL ,EACH,825
9.0MMX40MMX80CM STER OTW BALL ,EACH,825
9.0X2CM TYSHAK BALL ,EACH,"1,090.00"
9.0X3CM TYSHAK BALL ,EACH,"1,090.00"
9.0X3CM Z-II BALL ,EACH,875.00
9.5X0.95CM SEPTOSTOMY BALL ,EACH,820
9/260 MICROVENA GUIDEWIRE ,EACH,255
9F INTRO 10CM ,EACH,70
9F INTRO SET ,EACH,408
9F WORLEY BRAIDED STD CRV SHEA ,EACH,989.00
9R DILATOR ,EACH,40
A.P.C. RESISTANCE ,EACH,45
A/D TX PROG PER DIEM ,EACH,965
AAA SCREEN US ABD AORTA ,EACH,420
AAA SCREENING ,EACH,455
AB FUNGUS SACCHAROMYCES CERREVIS ,EACH,83
ABACAVIR SULFATE 20 MG/ML PO SOLN [24439],240 mL,528.50
ABACAVIR SULFATE 300 MG PO TABS [24438],1 each,33.60
ABACAVIR SULFATE-LAMIVUDINE 600-300 MG PO TABS [39301],1 each,155.1
ABACAVIR-DOLUTEGRAVIR-LAMIVUD 600-50-300 MG PO TABS [158719],1 each,336.7
ABACAVIR-LAMIVUDINE-ZIDOVUDINE 300-150-300 MG PO TABS [29167],1 each,96.6
ABATACEPT 125 MG/ML SC SOSY [149833],1  x 1 mL Syringe,4204.7
ABATACEPT 250 MG IV SOLR [70287],250 mg,4259.3
ABBOT SPECIALTY WIRE ,EACH,479.00
ABBOTT CORONARY WIRE ,EACH,215.00
ABCIXIMAB 2 MG/ML IV SOLN [14369],1  x 5 mL Vial,5480.3
ABD AORTA W/WO RUNOFF ANGIO ,EACH,780
ABD ART ATHERECTOMY+S&I ,EACH,25280
ABD PARACENTESIS ,EACH,1990
ABD PARACENTESIS W/IMAGING ,EACH,2355
ABD SERIES W/1V CXR ,EACH,460
ABDOMEN-1 VIEW ,EACH,265.00
ABDOMEN-1 VIEW X-RAY ,EACH,265
ABDOMEN-2 VIEWS ,EACH,270
ABDUCTION PILLOW ,EACH,100
ABG W/O2 SAT DIRECT ,EACH,195.00
ABL CATHETER-ARCTIC FRONT ,EACH,11995
ABL1 GENE ANALYSIS ,EACH,375
ABLAT BONE TUM(S) PERC W/GUID RADIOFREQUENCY ,EACH,10840
ABLAT BONE TUM(S) PERQ W/GUID CRYOABLATION ,EACH,16260
ABLAT LIVER TUMOR 1/MORE PERC ,EACH,"15,295.00"
ABLAT LIVER TUMOR 1/MORE PERC CRYOABLATION ,EACH,14915
ABLAT RENAL TUM PERC UNIL RF ,EACH,15295
ABLAT RENAL TUMOR PERC CRYO ,EACH,18400
ABLATE PULM TUMORS EXTENSION ,EACH,17480
ABLATION CATHETER-FREEZOR EXTRA ,EACH,4135
ABLATION CATHETER-FREEZOR MAX ,EACH,4800
ABLATION INTRACARD AV NODE ,EACH,16395
ABLATION OF ADDL SVT OR VT ,EACH,17180
ABLATION PELVIS OR HIP ,EACH,695
ABO ,EACH,199
ABO GROUP ,EACH,199
ABO/RH CONFIRMATION ,EACH,199.00
ABO/RH RESOLUTION ,EACH,767
ABOBOTULINUMTOXINA 300 UNITS IM SOLR [140654],300 Units,806.8
ABOBOTULINUMTOXINA 500 UNITS IM SOLR [101297],500 Units,1350.9
ACAMPROSATE CALCIUM 333 MG PO TBEC [39720],1 each,5.3
ACARBOSE 100 MG PO TABS [15896],1 each,3.6
ACARBOSE 12.5 MG PO TABS (INPATIENT) [403996],1 each,3
ACARBOSE 25 MG PO TABS [22148],1 each,3.4
ACARBOSE 25 MG PO TABS [22148],1 each,3
ACARBOSE 25 MG PO TABS [22148],1 each,3
ACARBOSE 50 MG PO TABS [15895],1 each,3.9
ACCESS-9 LG BORE HEMOST VLVE ,EACH,40
ACCUMETER ,EACH,1255
ACEBUTOLOL HCL 200 MG PO CAPS [8939],1 each,3.1
ACESS SET TRANSJUGULAR ,EACH,1325
ACETAMINOPHEN 10 MG/ML 200 MG ALIQUOTS FOR PEDS IN OR [404589],1  x 20 mL Syringe,52.1
ACETAMINOPHEN 10 MG/ML CUSTOM IV PED ANESTHESIA UF [404230],1  x 100 mL Extemp,190.7
ACETAMINOPHEN 10 MG/ML IV SOLN [142515],1  x 100 mL Vial,190.70
ACETAMINOPHEN 120 MG RE SUPP [103],1 each,3
ACETAMINOPHEN 120 MG RE SUPP [103],1 each,3
ACETAMINOPHEN 160 MG/5ML PO LIQD [26969],20.3 mL,3
ACETAMINOPHEN 160 MG/5ML PO LIQD UD [403545],1  x 5 mL Cup,3
ACETAMINOPHEN 160 MG/5ML PO SOLN [100],1  x 10.15 mL Cup,4.3
ACETAMINOPHEN 160 MG/5ML PO SOLN [100],1  x 20.3 mL Cup,4.9
ACETAMINOPHEN 160 MG/5ML PO SUSP [8943],1  x 5 mL Cup,3
ACETAMINOPHEN 162.5 MG PO TAB (INPATIENT) [402167],1 each,3
ACETAMINOPHEN 162.5 MG PO TAB (INPATIENT) [402167],1 each,3
ACETAMINOPHEN 32 MG/ML PO SUSP IP ONLY [408099],5 mL,4.3
ACETAMINOPHEN 325 MG PO TABS [101],1 each,3
ACETAMINOPHEN 325 MG PO TABS [101],1 each,3
ACETAMINOPHEN 325 MG PO TABS [101],1 each,3
ACETAMINOPHEN 325 MG PO TABS [101],1 each,3
ACETAMINOPHEN 325 MG PO TABS [101],1 each,3
ACETAMINOPHEN 325 MG RE SUPP [104],1 each,3
ACETAMINOPHEN 325 MG RE SUPP [104],1 each,3
ACETAMINOPHEN 325 MG/10.15ML PO LIQD UD [402418],1  x 10.15 mL Cup,6.6
ACETAMINOPHEN 325 MG/10.15ML PO LIQD UD [402418],1  x 10.15 mL Cup,6.6
ACETAMINOPHEN 500 MG PO TABS [102],1 each,3
ACETAMINOPHEN 650 MG RE SUPP [105],1 each,3
ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD [405784],1  x 20.3 mL Cup,7.40
ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD [405784],1  x 20.3 mL Cup,7.4
ACETAMINOPHEN 80 MG PO CHEW [99],1 each,3
ACETAMINOPHEN 80 MG RE SUPP [8946],1 each,3
ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS [14087],1 each,3
ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS [14087],1 each,3
ACETAZOLAMIDE 250 MG PO TABS [113],1 each,8.7
ACETAZOLAMIDE ER 500 MG PO CP12 [8962],1 each,12.9
ACETAZOLAMIDE PO LIQD 30 MG/ML [402000],600 mL,64.8
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR [114],500 mg,196.1
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR [114],1 each,196.1
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR [114],1 each,196.1
ACETIC ACID 0.25 % IR SOLN [8963],1  x 1000 mL Plas Cont,37.8
ACETIC ACID 2 % OT SOLN [17801],1  x 15 mL Bottle,120.1
ACETIC ACID 5% CUSTOM GNV [408189],500 mL,264.1
ACETONE-BLOOD ,EACH,32
ACETYCHOLINE BLOCKING AB ,EACH,146.00
ACETYCHOLINE MODULATING AB ,EACH,90
ACETYLCHOL RECEPT AB BIND ,EACH,92
ACETYLCHOL RECEPT AB BLOC ,EACH,85
ACETYLCHOL RECPT AB MODUL ,EACH,135
ACETYLCHOLINE BINDING AB ,EACH,72
ACETYLCHOLINE BLOCKING AB ,EACH,74
ACETYLCHOLINE CHLORIDE 20 MG IO SOLR [167134],1 each,409.2
ACETYLCHOLINE MODULATING AB ,EACH,88
ACETYLCYSTEINE 20 % IN SOLN [123],1  x 30 mL Vial,48.2
ACETYLCYSTEINE 20 % IN SOLN [123],1  x 4 mL Vial,78.7
ACETYLCYSTEINE 20 % IN SOLN FOR BICU UF [403086],1  x 2 mL Vial,9
ACETYLCYSTEINE 200 MG/ML IV SOLN (MG MED UNIT) [404624],30 mL,788.5
ACETYLCYSTEINE 200 MG/ML IV SOLN [38303],1  x 30 mL Vial,788.5
ACETYLCYSTEINE ORAL PO LIQD 1200 MG/6 ML [402003],1 Syringe,9.00
ACETYLCYSTEINE ORAL PO LIQD 600 MG/3 ML [402002],1 Syringe,9
ACETYLCYSTEINE PO LIQD 200 MG/ML [402001],30 mL,48.2
ACHALASIA BALLOON DILATOR ,EACH,825.00
ACHIEVE LOOP MAP CATHETER ,EACH,2330
ACID FAST CULTURE ,EACH,73.00
ACID HGB ELECTROPHORESIS ,EACH,87
ACITRETIN 25 MG PO CAPS [13979],1 each,195.00
ACLIDINIUM BROMIDE 400 MCG/ACT IN AEPB [132599],1 each,1229.5
ACOUSTIC REFLEX ,EACH,120
ACQ DONOR HPC-CORD ,EACH,90775
ACQU.DONOR SAMPLE-ADDL.TESTING ,EACH,1080
ACT BLEEDING TIME ,EACH,29
ACTH PLASMA ,EACH,55
ACTIVATION OF SEARCH ,EACH,2860
ACTIVIATED CLOTTING TIME (ACT) ,EACH,29.00
ACUNAV 8F ULTRASOUND CATHETER ,EACH,7465
ACUTE DIALYSIS ,EACH,"1,495.00"
ACUTE GI BLOOD LOSS IMAGING ,EACH,"1,495.00"
ACUTE HEPATITIS PANEL ,EACH,323.00
ACYCLOVIR 200 MG PO CAPS [8969],1 each,3
ACYCLOVIR 200 MG PO CAPS [8969],1 each,3
ACYCLOVIR 200 MG/5ML PO SUSP [8970],473 mL,1335.3
ACYCLOVIR 400 MG PO TABS [8971],1 each,6.6
ACYCLOVIR 5 % EX OINT [8968],1  x 15 g Tube,"1,196.50"
ACYCLOVIR 5 % EX OINT [8968],1  x 30 g Tube,4968.8
ACYCLOVIR 5 % EX OINT [8968],1  x 30 g Tube,"2,304.00"
ACYCLOVIR 800 MG PO TABS [8972],1 each,11.1
ACYCLOVIR SODIUM 50 MG/ML IV SOLN [23128],20 mL,169.80
ACYCLOVIR SODIUM 50 MG/ML IV SOLN [23128],1  x 20 mL Vial,169.80
ACYCLOVIR SODIUM 500 MG IV SOLR [8974],1 each,29.20
ACYLCARNITINE QUANT PLASMA ,EACH,268
AD BILAT LUNG TRANSPLANT IMPORT ,EACH,131200
AD BILAT LUNG TRANSPLANT LOCAL ,EACH,"106,800.00"
AD BILATERAL LUNG TRANSPLANT LOCAL W/XVIVO ,EACH,168600
AD HEART BILAT LUNG TRANSPLANT IMPORT ,EACH,120819
AD HEART BILAT LUNG TRANSPLANT LOCAL ,EACH,112064
AD HEART TRANSPLANT ,EACH,100363
AD HEART TRANSPLANT IMPORT ,EACH,115900
AD LIVER TRANSPLANT - DD LOCAL ,EACH,85284
AD LIVER TRANSPLANT-DD IMPORT ,EACH,114920
AD SINGLE LUNG TRANSPLANT IMPORT ,EACH,120304
AD SINGLE LUNG TRANSPLANT LOCAL ,EACH,89404
AD SINGLE LUNG TRANSPLANT LOCAL W/XVIVO ,EACH,151204
ADALIMUMAB 40 MG/0.8ML SC PNKT [161240],1 each,"8,769.70"
ADALIMUMAB 40 MG/0.8ML SC PSKT [161238],1 each,"8,769.70"
ADAMTS 13 ACTIVITY ,EACH,154
ADAMTS 13 INHIBITOR ,EACH,87
ADAMTS13 ACTIVITY ,EACH,154
ADAPT DRIVING TRAINING (CASH) ,EACH,40.00
"ADAPT/EXT, PACING/NEURO LEAD ",EACH,800
"ADAPT/EXT, PACING/NEURO LEAD (365888) ",EACH,153
ADAPTER ,EACH,638
ADAPTER 3-WAY ROTATING ADAPTER ,EACH,12.00
ADAPTER CATHETER ,EACH,MarkUp
ADAPTER ELECTRODE ,EACH,MarkUp
ADAPTER KIT ,EACH,1285
ADAPTER KIT ,EACH,1865
ADAPTER MORSE Y ,EACH,50
ADAPTER SEQUEL DOUBLE-Y ,EACH,MarkUp
ADD LINEAR/FOCAL PULM VEIN ISO ,EACH,105
ADD LINEAR/FOCAL PULM VEIN ISO ,EACH,7390
ADD LINEAR/FOCAL PULM VEIN ISO ,EACH,17180
ADDL 2 3 ORD THOR OR BC ANGIO ,EACH,955
ADDL KARYOTYPES EA STUDY ,EACH,176.00
ADEFOVIR DIPIVOXIL 10 MG PO TABS [33816],1 each,169.8
ADENOSINE (DIAGNOSTIC) 3 MG/ML IV SOLN [15330],1  x 30 mL Vial,544.5
ADENOSINE 12 MCG/ML FOR CATH LAB CNR [408377],1.5 mL,9
ADENOSINE 6 MG/2 ML IV SOLN CUSTOM UF [402776],2 mL,38.9
ADENOSINE 6 MG/2 ML IV SOLN CUSTOM UF [402776],2 mL,34.4
ADENOSINE 6 MG/2ML IV SOLN [38703],1  x 2 mL Syringe,93.00
ADENOSINE 6 MG/2ML IV SOLN [38703],1  x 2 mL Vial,38.9
ADENOSINE 6 MG/2ML IV SOLN [38703],1  x 2 mL Vial,40.2
ADENOSINE DEAMINASE ,EACH,78
ADENOVIRUS DNA QUANT-PCR ,EACH,350
ADHESIVE CARDIOVASCULAR ,EACH,MarkUp
ADHESIVE SKIN CLOSURE ,EACH,MarkUp
ADL/SELF CARE/LIFE MGMT 15 MIN ,EACH,135
ADL/SELF CARE/LIFE MGMT 15 MIN ,EACH,140
ADL/SELF CARE/LIFE MGMT 15 MIN ,EACH,135.00
ADL/SELF CARE/LIFE MGMT 15MIN ,EACH,135
ADM OF TOSITUMOMAB- 450MG ,EACH,"7,485.00"
ADMIN IMMUNE VAC EA ADDL ,EACH,55.00
ADMIN IMMUNE VAC ONE/COMBO ,EACH,60.00
ADMIN INFLUENZA/VACCINE ,EACH,55
ADMIN OF HEP-B VACCINE ,EACH,60
ADMIN PHARM AGENT W/ASSESSMENT ,EACH,80
ADMIN PNEUMOCOCCAL VACCINE ,EACH,59
ADMIRAL XTREME BALLOON ,EACH,439.00
ADO-TRASTUZUMAB EMTANSINE 100 MG IV SOLR [141585],100 mg,12111.4
ADO-TRASTUZUMAB EMTANSINE 160 MG IV SOLR [141587],160 mg,"19,361.20"
ADRENAL ANTIBODY ,EACH,82.00
ADRENAL IMAG CORTEX MEDULLA ,EACH,"5,140.00"
ADRENOCORT AB INITIAL STAIN ,EACH,409
ADVANTAGE 26 INFLATION KIT ,EACH,143.00
AEROSOL TRMNT PRESSURIZED OR NON-PRESSURIZED ,EACH,230
AEROSOL TX PENTAMIDINE ,EACH,410.00
AEROSOL TX PENTAMIDINE W OR W/O ALBUTEROL ,EACH,590
AES WIRE ,EACH,70
AFO MOLDED TO PATIENT PLASTI ,EACH,1035
AFO PLASTIC ,EACH,235.00
AFO PLASTIC MOLDED W/ANKLE J ,EACH,1600
AFO POS SOLID ANK PLASTIC MO ,EACH,"1,090.00"
AFO STATIC ,EACH,500
AFO WALKING BOOT NON-PNEUMATIC ,EACH,383.00
AFP MATERNAL SERUM ,EACH,117
AGENT VISCOELASTIC ,EACH,MarkUp
AGILIS EPICARDIACL ACCESS KIT ,EACH,3070
AGILITY 14 SOFT GUIDEWIRE ,EACH,610
AGILITY 14 STD GUIDEWIRE ,EACH,964
AICD DUAL CHAMBER ,EACH,37110
AICD DUAL CHAMBER B ,EACH,37885
AICD OTHER THAN SING/DUAL ,EACH,51190
AICD OTHER THAN SING/DUAL B ,EACH,52255
AICD SINGLE CHAMBER ,EACH,35790
AICD SINGLE CHAMBER B ,EACH,34555
AIGIS RXICD ANTI-BACTERIAL ENV ,EACH,2395
AIGIS RXPM ANTI-BACTERIAL ENV ,EACH,1855
AIRCAST ANKLE ,EACH,153
AIRWAY RESIST BY IMPULS OSCILL ,EACH,600
AIRWAYS SURGICAL PROCEDURE ,EACH,545
ALBENDAZOLE 200 MG PO TABS [8979],1 each,367.2
ALBUMIN 5 % IV SOLN FOR 500 ML DISPENSE [403772],1  x 500 mL Vial,756.20
ALBUMIN CSF ,EACH,40.00
ALBUMIN CSF ,EACH,17.00
ALBUMIN FLUID QUANT EA SPECIMEN ,EACH,15
ALBUMIN HUMAN 25 % IV SOLN [8981],50 mL,227.6
ALBUMIN HUMAN 25 % IV SOLN [8981],1  x 50 mL Vial,227.60
ALBUMIN HUMAN 25 % IV SOLN [8981],1  x 100 mL Vial,427.3
ALBUMIN HUMAN 25 % IV SOLN [8981],1  x 50 mL Flex Cont,262.3
ALBUMIN HUMAN 25 % IV SOLN [8981],1  x 50 mL Vial,392.2
ALBUMIN HUMAN 25 % IV SOLN [8981],1  x 50 mL Vial,392.20
ALBUMIN HUMAN 25 % IV SOLN 100 ML BOTTLE UF [402413],1  x 100 mL Vial,756.2
ALBUMIN HUMAN 5 % IV SOLN [8982],50 mL,160
ALBUMIN HUMAN 5 % IV SOLN [8982],1  x 50 mL Vial,160.00
ALBUMIN HUMAN 5 % IV SOLN [8982],1  x 250 mL Vial,231.3
ALBUMIN HUMAN 5 % IV SOLN [8982],1  x 500 mL Vial,400.6
ALBUMIN HUMAN 5 % IV SOLN [8982],1  x 50 mL Vial,160.00
ALBUMIN HUMAN 5 % IV SOLN 250 ML BOTTLE [402414],1  x 250 mL Vial,392.20
ALBUMIN HUMAN 5 % IV SOLN WITH LIFESOUTH COMMENTS 500 ML [402968],1  x 500 mL Vial,756.20
ALBUMIN HUMAN 5 % IV SOLN WITH LIFESOUTH COMMENTS 500 ML [402968],1  x 500 mL Bottle,786.50
ALBUMIN SERUM ,EACH,40.00
ALBUMIN/CREAT RATIO (MICROALB) ,EACH,7
ALBUMIN-ASCITIC FLUID ,EACH,15
ALBUMIN-BLOOD ,EACH,40
ALBUTEROL INHALER ,EACH,121
ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU [250],1  x 3 mL Plas Cont,9.00
ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU [250],1  x 3 mL Plas Cont,9
ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],.5 mL,9
ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],20 mL,163
ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],1  x 1 each Plas Cont,9
ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],1  x 20 mL Bottle,163
ALBUTEROL SULFATE 2 MG PO TABS [253],1 each,21.2
ALBUTEROL SULFATE 2 MG/5ML PO SYRP [252],473 mL,181.7
ALBUTEROL SULFATE HFA (PROAIR) MDI EAP=250 [126273],1  x 8.5 g Inhaler,233.8
ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],1  x 18 g Inhaler,193.5
ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],1  x 8 g Inhaler,77.2
ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],1  x 8 g Inhaler,77.2
ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],1  x 6.7 g Inhaler,287.1
ALCOHOL 98 % IJ SOLN [178802],1  x 5 mL Vial,424.2
ALCOHOL WHOLE BLOOD ,EACH,257
ALDESLEUKIN 22000000 UNITS IV SOLR [8993],1 each,15815.7
ALDESLEUKIN 22000000 UNITS IV SOLR [8993],22 Million Units,15815.7
ALDOLASE ,EACH,14
ALDOSTERONE SERUM ,EACH,59
ALEMTUZUMAB 12 MG/1.2ML IV SOLN [158423],1.2 mL,90392.8
ALEMTUZUMAB 30 MG/ML IV SOLN [40661],1 mL,9
ALENDRONATE SODIUM 70 MG PO TABS [29048],1 each,61.4
ALFENTANIL 500 MCG/ML IV INJ SH [500017],1  x 2 mL Ampule,23.5
ALFENTANIL 500 MCG/ML IV INJ SH [500017],1  x 2 mL Ampule,56.9
ALFENTANIL 500 MCG/ML IV INJ SH [500017],1  x 5 mL Ampule,41.2
ALFUZOSIN HCL ER 10 MG PO TB24 [36982],1 each,12.7
ALGLUCOSIDASE ALFA 50 MG IV SOLR [76353],1 each,3971.1
ALISKIREN FUMARATE 150 MG PO TABS [78653],1 each,19.9
ALK PHOSPHATASE ,EACH,35
ALKALINE PHOSPHATASE ,EACH,35.00
ALKA-SELTZER PO LIQD 3.25 MG/ML [402004],100 mL,3
ALLERGEN - BELL PEPPER ,EACH,35
ALLERGEN - CHOCOLATE ,EACH,35.00
ALLERGEN - MOSQUITO POISON ,EACH,35
ALLERGEN - PORK ,EACH,12
ALLERGEN - TURKEY ,EACH,35
ALLERGEN - WHITE ASH TREE ,EACH,35.00
ALLERGEN BANANA ,EACH,13
ALLERGEN BANANA IGG ,EACH,12.00
ALLERGEN CASEIN ,EACH,39
ALLERGEN HEVEA BRAZI ,EACH,35
ALLERGEN PEANUT ,EACH,12
ALLERGEN PECAN TREE ,EACH,35
ALLERGEN PENICILL NOTA ,EACH,35
ALLERGEN PENICILLIN G MAJOR ,EACH,35
ALLERGEN PENICILLIN V MINOR ,EACH,35.00
ALLERGEN RESP PANL REGION 3 ,EACH,13
ALLERGEN SPECIFIC IGE ,EACH,12.00
ALLERGEN SPRING TREE PROFILE ,EACH,13.00
ALLERGEN WHEAT ,EACH,35
ALLERGEN-ALTERNARIA TENUIS ,EACH,12
ALLERGEN-AUMIGATUS ,EACH,12
ALLERGEN-BEEF ,EACH,12.00
ALLERGEN-CAT EPI AND DANDER ,EACH,12.00
ALLERGEN-CHICKEN ,EACH,12
ALLERGEN-CLADOSPORIUM HERBARUM ,EACH,12
ALLERGEN-CORN ,EACH,12.00
ALLERGEN-D PTERONYSSINUS ,EACH,12
ALLERGEN-DERM FARINAE ,EACH,12
ALLERGEN-DOG EPITHELIUM ,EACH,12
ALLERGEN-EGG WHITE ,EACH,12
ALLERGEN-EGG YOLK ,EACH,12.00
ALLERGEN-FIRE ANT IMPORTED ,EACH,12.00
ALLERGEN-HONEYBEE VENOM ,EACH,12
ALLERGEN-MILK ,EACH,12.00
ALLERGEN-PAPER WASP ,EACH,12
ALLERGEN-SHRIMP ,EACH,12
ALLERGEN-SOYBEAN ,EACH,12.00
ALLERGEN-TOMATO ,EACH,12
ALLERGEN-WHITE-FACED HORNET ,EACH,12.00
ALLERGEN-YELLOW JACKET VENOM ,EACH,12.00
ALLERGEN-YELLOW-FACED HORNET ,EACH,12.00
ALLERGY INJECT 2 OR MORE ,EACH,110
ALLERGY INJECTION-SINGLE ,EACH,110
