price,description,charge_type
"3,320.00",7F LASSO 20 POLE 20MM ,standard
"4,400.00",7F LASSO 20 POLE 2515MM ,standard
"6,625.00",7F NAV D-F CURVE EZ STEER ABL CATH ,standard
2385,7F ORBITER ST (D CURVE) STEER ,standard
3000,7F PRIME LRG CURVE STAND END 7 ,standard
3000,7F PRIME STD CURVE STD END 7F/ ,standard
3600,7F SAFIRE BLU DUO SP ABL CATHETER ,standard
"2,870.00",7F SM CURVE STD END 7F/4MM TIP ,standard
2870,7F STD CURVE EXT END 7F/4MM TI ,standard
110,7F TD SWAN (C-CURVE) ,standard
115,7F TD SWAN GANZ HEPARIN FREE ,standard
423,7F TD SWAN S CURVE ,standard
3600,7F THERAPY COOL PATH BIDIR CATH ,standard
1315,7F WORLEY RENAL SAFE SHEATH ,standard
235,7FR 1CM LOOP DRAIN ,standard
80,7FR 25CM SHEATH ,standard
355,7FR ANGLE GUIDE CATH ,standard
60,7FR DILATOR ,standard
500,8.032 54.5CM SL1 W/WIRE SHEATH ,standard
510.00,8.032 57CM SL2 W/WIRE SHEATH ,standard
510,8.032 60CM SR4 SHEATH ,standard
510,8.032 62CM SL4 SHEATH ,standard
510,8.032 63CM SL3 W/WIRE SHEATH ,standard
383.00,8.032 PREFACE SHEATH 62CM ,standard
168,8.035 55CM FLEXOR INTRO ,standard
148.00,8.038 55CM FLEXOR RAABE SHEATH ,standard
168,8.038 63CM MULLINS SHEATH ,standard
224,8.038 80CM FLEXOR INTRO SET ,standard
825,8.0MMX20MMX80CM STER OTW BALL ,standard
"1,385.00",8.0MMX2CM TYSHAK II BALL ,standard
"1,438.00",8.0MMX2CM TYSHAK MINI BALL ,standard
875.00,8.0MMX2CM Z-MED BALL ,standard
825,8.0MMX30MMX80CM STER OTW BALL ,standard
"1,090.00",8.0MMX3CM TYSHAK BALL ,standard
"1,385.00",8.0MMX3CM TYSHAK II BALL ,standard
825,8.0MMX40MMX80CM STER OTW BALL ,standard
908,8.0X3CM Z-II BALL ,standard
"1,090.00",8.0X4CM TYSHAK BALL ,standard
530,8.5 .038 60CM SRO SHEATH ,standard
2535,8.5F AGILIS NXT MED CURL STEER ,standard
2535,8.5F AGILIS NXT SML CURL STEER ,standard
530,8.5F LAMP 135 DEG BRAIDED SHEATH ,standard
449,8.5F RAMP SHEATH 60CM ,standard
500,8.5F SL1 SHEATH ,standard
510.00,8.5F SL2 SHEATH ,standard
345,8/22 NEPHROURETERAL CATH ,standard
365,8/26 NEPHROURETERAL CATH ,standard
235,8/30 ABSCESSION CATH ,standard
214,85 CM CHECK FLO PERFORMER ,standard
40,8F 11CM ARROW FLEX SHEATH ,standard
80,8F 24CM ARROW FLEX SHEATH ,standard
194,8F 35CM ARROW FLEX SHEATH ,standard
173,8F 45CM FLEX SHEATH ,standard
335,8F 80CM ARROW FLEX SHEATH ,standard
755.00,8F ANGIOSEAL VIP ,standard
673,8F CCO SWAN HEPARIN COATED ,standard
673,8F CCO SWAN NON HEP COATED ,standard
50,8F DILATOR ,standard
70,8F INTRO 10CM ,standard
60.00,8F INTRO 25CM ,standard
4400,8F PRIME LRG CURVE STD END 8F/ ,standard
"4,135.00",8F STD CURVE STD END 8F/8MM TI ,standard
320,8F/90 STR GUIDE CATH ,standard
295.00,8FR BILIARY CATH ,standard
60,8FR DILATOR ,standard
265.00,8FR NEPH CATH ,standard
320,8FR SHUTTLE SHEATH ,standard
760,8MM VOICE PROSTHESIS ,standard
295,8X80 ARROW-FLEX SHEATH ,standard
"1,385.00",9.0 X 2CM TYSHAK II BALL ,standard
"1,285.00",9.0 X 2CM Z-II BALL ,standard
"1,385.00",9.0 X 3CM TYSHAK II BALL ,standard
50,9.035 20CM DILATOR ,standard
148,9.038 FLEXOR CHECK FLO INTRODUCER ,standard
825.00,9.0MMX20MMX80CM STER OTW BALL ,standard
825,9.0MMX30MMX80CM STER OTW BALL ,standard
825,9.0MMX40MMX80CM STER OTW BALL ,standard
"1,090.00",9.0X2CM TYSHAK BALL ,standard
"1,090.00",9.0X3CM TYSHAK BALL ,standard
875.00,9.0X3CM Z-II BALL ,standard
820,9.5X0.95CM SEPTOSTOMY BALL ,standard
255,9/260 MICROVENA GUIDEWIRE ,standard
70,9F INTRO 10CM ,standard
408,9F INTRO SET ,standard
989.00,9F WORLEY BRAIDED STD CRV SHEA ,standard
40,9R DILATOR ,standard
45,A.P.C. RESISTANCE ,standard
965,A/D TX PROG PER DIEM ,standard
420,AAA SCREEN US ABD AORTA ,standard
455,AAA SCREENING ,standard
83,AB FUNGUS SACCHAROMYCES CERREVIS ,standard
528.50,ABACAVIR SULFATE 20 MG/ML PO SOLN [24439],standard
33.60,ABACAVIR SULFATE 300 MG PO TABS [24438],standard
155.1,ABACAVIR SULFATE-LAMIVUDINE 600-300 MG PO TABS [39301],standard
336.7,ABACAVIR-DOLUTEGRAVIR-LAMIVUD 600-50-300 MG PO TABS [158719],standard
96.6,ABACAVIR-LAMIVUDINE-ZIDOVUDINE 300-150-300 MG PO TABS [29167],standard
4204.7,ABATACEPT 125 MG/ML SC SOSY [149833],standard
4259.3,ABATACEPT 250 MG IV SOLR [70287],standard
479.00,ABBOT SPECIALTY WIRE ,standard
215.00,ABBOTT CORONARY WIRE ,standard
5480.3,ABCIXIMAB 2 MG/ML IV SOLN [14369],standard
780,ABD AORTA W/WO RUNOFF ANGIO ,standard
25280,ABD ART ATHERECTOMY+S&I ,standard
1990,ABD PARACENTESIS ,standard
2355,ABD PARACENTESIS W/IMAGING ,standard
460,ABD SERIES W/1V CXR ,standard
265.00,ABDOMEN-1 VIEW ,standard
265,ABDOMEN-1 VIEW X-RAY ,standard
270,ABDOMEN-2 VIEWS ,standard
100,ABDUCTION PILLOW ,standard
195.00,ABG W/O2 SAT DIRECT ,standard
11995,ABL CATHETER-ARCTIC FRONT ,standard
375,ABL1 GENE ANALYSIS ,standard
10840,ABLAT BONE TUM(S) PERC W/GUID RADIOFREQUENCY ,standard
16260,ABLAT BONE TUM(S) PERQ W/GUID CRYOABLATION ,standard
"15,295.00",ABLAT LIVER TUMOR 1/MORE PERC ,standard
14915,ABLAT LIVER TUMOR 1/MORE PERC CRYOABLATION ,standard
15295,ABLAT RENAL TUM PERC UNIL RF ,standard
18400,ABLAT RENAL TUMOR PERC CRYO ,standard
17480,ABLATE PULM TUMORS EXTENSION ,standard
4135,ABLATION CATHETER-FREEZOR EXTRA ,standard
4800,ABLATION CATHETER-FREEZOR MAX ,standard
16395,ABLATION INTRACARD AV NODE ,standard
17180,ABLATION OF ADDL SVT OR VT ,standard
695,ABLATION PELVIS OR HIP ,standard
199,ABO ,standard
199,ABO GROUP ,standard
199.00,ABO/RH CONFIRMATION ,standard
767,ABO/RH RESOLUTION ,standard
806.8,ABOBOTULINUMTOXINA 300 UNITS IM SOLR [140654],standard
1350.9,ABOBOTULINUMTOXINA 500 UNITS IM SOLR [101297],standard
5.3,ACAMPROSATE CALCIUM 333 MG PO TBEC [39720],standard
3.6,ACARBOSE 100 MG PO TABS [15896],standard
3,ACARBOSE 12.5 MG PO TABS (INPATIENT) [403996],standard
3.4,ACARBOSE 25 MG PO TABS [22148],standard
3,ACARBOSE 25 MG PO TABS [22148],standard
3,ACARBOSE 25 MG PO TABS [22148],standard
3.9,ACARBOSE 50 MG PO TABS [15895],standard
40,ACCESS-9 LG BORE HEMOST VLVE ,standard
1255,ACCUMETER ,standard
3.1,ACEBUTOLOL HCL 200 MG PO CAPS [8939],standard
1325,ACESS SET TRANSJUGULAR ,standard
52.1,ACETAMINOPHEN 10 MG/ML 200 MG ALIQUOTS FOR PEDS IN OR [404589],standard
190.7,ACETAMINOPHEN 10 MG/ML CUSTOM IV PED ANESTHESIA UF [404230],standard
190.70,ACETAMINOPHEN 10 MG/ML IV SOLN [142515],standard
3,ACETAMINOPHEN 120 MG RE SUPP [103],standard
3,ACETAMINOPHEN 120 MG RE SUPP [103],standard
3,ACETAMINOPHEN 160 MG/5ML PO LIQD [26969],standard
3,ACETAMINOPHEN 160 MG/5ML PO LIQD UD [403545],standard
4.3,ACETAMINOPHEN 160 MG/5ML PO SOLN [100],standard
4.9,ACETAMINOPHEN 160 MG/5ML PO SOLN [100],standard
3,ACETAMINOPHEN 160 MG/5ML PO SUSP [8943],standard
3,ACETAMINOPHEN 162.5 MG PO TAB (INPATIENT) [402167],standard
3,ACETAMINOPHEN 162.5 MG PO TAB (INPATIENT) [402167],standard
4.3,ACETAMINOPHEN 32 MG/ML PO SUSP IP ONLY [408099],standard
3,ACETAMINOPHEN 325 MG PO TABS [101],standard
3,ACETAMINOPHEN 325 MG PO TABS [101],standard
3,ACETAMINOPHEN 325 MG PO TABS [101],standard
3,ACETAMINOPHEN 325 MG PO TABS [101],standard
3,ACETAMINOPHEN 325 MG PO TABS [101],standard
3,ACETAMINOPHEN 325 MG RE SUPP [104],standard
3,ACETAMINOPHEN 325 MG RE SUPP [104],standard
6.6,ACETAMINOPHEN 325 MG/10.15ML PO LIQD UD [402418],standard
6.6,ACETAMINOPHEN 325 MG/10.15ML PO LIQD UD [402418],standard
3,ACETAMINOPHEN 500 MG PO TABS [102],standard
3,ACETAMINOPHEN 650 MG RE SUPP [105],standard
7.40,ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD [405784],standard
7.4,ACETAMINOPHEN 650 MG/20.3ML PO LIQD UD [405784],standard
3,ACETAMINOPHEN 80 MG PO CHEW [99],standard
3,ACETAMINOPHEN 80 MG RE SUPP [8946],standard
3,ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS [14087],standard
3,ACETAMINOPHEN-CODEINE #3 300-30 MG PO TABS [14087],standard
8.7,ACETAZOLAMIDE 250 MG PO TABS [113],standard
12.9,ACETAZOLAMIDE ER 500 MG PO CP12 [8962],standard
64.8,ACETAZOLAMIDE PO LIQD 30 MG/ML [402000],standard
196.1,ACETAZOLAMIDE SODIUM 500 MG IJ SOLR [114],standard
196.1,ACETAZOLAMIDE SODIUM 500 MG IJ SOLR [114],standard
196.1,ACETAZOLAMIDE SODIUM 500 MG IJ SOLR [114],standard
37.8,ACETIC ACID 0.25 % IR SOLN [8963],standard
120.1,ACETIC ACID 2 % OT SOLN [17801],standard
264.1,ACETIC ACID 5% CUSTOM GNV [408189],standard
32,ACETONE-BLOOD ,standard
146.00,ACETYCHOLINE BLOCKING AB ,standard
90,ACETYCHOLINE MODULATING AB ,standard
92,ACETYLCHOL RECEPT AB BIND ,standard
85,ACETYLCHOL RECEPT AB BLOC ,standard
135,ACETYLCHOL RECPT AB MODUL ,standard
72,ACETYLCHOLINE BINDING AB ,standard
74,ACETYLCHOLINE BLOCKING AB ,standard
409.2,ACETYLCHOLINE CHLORIDE 20 MG IO SOLR [167134],standard
88,ACETYLCHOLINE MODULATING AB ,standard
48.2,ACETYLCYSTEINE 20 % IN SOLN [123],standard
78.7,ACETYLCYSTEINE 20 % IN SOLN [123],standard
9,ACETYLCYSTEINE 20 % IN SOLN FOR BICU UF [403086],standard
788.5,ACETYLCYSTEINE 200 MG/ML IV SOLN (MG MED UNIT) [404624],standard
788.5,ACETYLCYSTEINE 200 MG/ML IV SOLN [38303],standard
9.00,ACETYLCYSTEINE ORAL PO LIQD 1200 MG/6 ML [402003],standard
9,ACETYLCYSTEINE ORAL PO LIQD 600 MG/3 ML [402002],standard
48.2,ACETYLCYSTEINE PO LIQD 200 MG/ML [402001],standard
825.00,ACHALASIA BALLOON DILATOR ,standard
2330,ACHIEVE LOOP MAP CATHETER ,standard
73.00,ACID FAST CULTURE ,standard
87,ACID HGB ELECTROPHORESIS ,standard
195.00,ACITRETIN 25 MG PO CAPS [13979],standard
1229.5,ACLIDINIUM BROMIDE 400 MCG/ACT IN AEPB [132599],standard
120,ACOUSTIC REFLEX ,standard
90775,ACQ DONOR HPC-CORD ,standard
1080,ACQU.DONOR SAMPLE-ADDL.TESTING ,standard
29,ACT BLEEDING TIME ,standard
55,ACTH PLASMA ,standard
2860,ACTIVATION OF SEARCH ,standard
29.00,ACTIVIATED CLOTTING TIME (ACT) ,standard
7465,ACUNAV 8F ULTRASOUND CATHETER ,standard
"1,495.00",ACUTE DIALYSIS ,standard
"1,495.00",ACUTE GI BLOOD LOSS IMAGING ,standard
323.00,ACUTE HEPATITIS PANEL ,standard
3,ACYCLOVIR 200 MG PO CAPS [8969],standard
3,ACYCLOVIR 200 MG PO CAPS [8969],standard
1335.3,ACYCLOVIR 200 MG/5ML PO SUSP [8970],standard
6.6,ACYCLOVIR 400 MG PO TABS [8971],standard
"1,196.50",ACYCLOVIR 5 % EX OINT [8968],standard
4968.8,ACYCLOVIR 5 % EX OINT [8968],standard
"2,304.00",ACYCLOVIR 5 % EX OINT [8968],standard
11.1,ACYCLOVIR 800 MG PO TABS [8972],standard
169.80,ACYCLOVIR SODIUM 50 MG/ML IV SOLN [23128],standard
169.80,ACYCLOVIR SODIUM 50 MG/ML IV SOLN [23128],standard
29.20,ACYCLOVIR SODIUM 500 MG IV SOLR [8974],standard
268,ACYLCARNITINE QUANT PLASMA ,standard
131200,AD BILAT LUNG TRANSPLANT IMPORT ,standard
"106,800.00",AD BILAT LUNG TRANSPLANT LOCAL ,standard
168600,AD BILATERAL LUNG TRANSPLANT LOCAL W/XVIVO ,standard
120819,AD HEART BILAT LUNG TRANSPLANT IMPORT ,standard
112064,AD HEART BILAT LUNG TRANSPLANT LOCAL ,standard
100363,AD HEART TRANSPLANT ,standard
115900,AD HEART TRANSPLANT IMPORT ,standard
85284,AD LIVER TRANSPLANT - DD LOCAL ,standard
114920,AD LIVER TRANSPLANT-DD IMPORT ,standard
120304,AD SINGLE LUNG TRANSPLANT IMPORT ,standard
89404,AD SINGLE LUNG TRANSPLANT LOCAL ,standard
151204,AD SINGLE LUNG TRANSPLANT LOCAL W/XVIVO ,standard
"8,769.70",ADALIMUMAB 40 MG/0.8ML SC PNKT [161240],standard
"8,769.70",ADALIMUMAB 40 MG/0.8ML SC PSKT [161238],standard
154,ADAMTS 13 ACTIVITY ,standard
87,ADAMTS 13 INHIBITOR ,standard
154,ADAMTS13 ACTIVITY ,standard
40.00,ADAPT DRIVING TRAINING (CASH) ,standard
800,"ADAPT/EXT, PACING/NEURO LEAD ",standard
153,"ADAPT/EXT, PACING/NEURO LEAD (365888) ",standard
638,ADAPTER ,standard
12.00,ADAPTER 3-WAY ROTATING ADAPTER ,standard
MarkUp,ADAPTER CATHETER ,standard
MarkUp,ADAPTER ELECTRODE ,standard
1285,ADAPTER KIT ,standard
1865,ADAPTER KIT ,standard
50,ADAPTER MORSE Y ,standard
MarkUp,ADAPTER SEQUEL DOUBLE-Y ,standard
105,ADD LINEAR/FOCAL PULM VEIN ISO ,standard
7390,ADD LINEAR/FOCAL PULM VEIN ISO ,standard
17180,ADD LINEAR/FOCAL PULM VEIN ISO ,standard
955,ADDL 2 3 ORD THOR OR BC ANGIO ,standard
176.00,ADDL KARYOTYPES EA STUDY ,standard
169.8,ADEFOVIR DIPIVOXIL 10 MG PO TABS [33816],standard
544.5,ADENOSINE (DIAGNOSTIC) 3 MG/ML IV SOLN [15330],standard
9,ADENOSINE 12 MCG/ML FOR CATH LAB CNR [408377],standard
38.9,ADENOSINE 6 MG/2 ML IV SOLN CUSTOM UF [402776],standard
34.4,ADENOSINE 6 MG/2 ML IV SOLN CUSTOM UF [402776],standard
93.00,ADENOSINE 6 MG/2ML IV SOLN [38703],standard
38.9,ADENOSINE 6 MG/2ML IV SOLN [38703],standard
40.2,ADENOSINE 6 MG/2ML IV SOLN [38703],standard
78,ADENOSINE DEAMINASE ,standard
350,ADENOVIRUS DNA QUANT-PCR ,standard
MarkUp,ADHESIVE CARDIOVASCULAR ,standard
MarkUp,ADHESIVE SKIN CLOSURE ,standard
135,ADL/SELF CARE/LIFE MGMT 15 MIN ,standard
140,ADL/SELF CARE/LIFE MGMT 15 MIN ,standard
135.00,ADL/SELF CARE/LIFE MGMT 15 MIN ,standard
135,ADL/SELF CARE/LIFE MGMT 15MIN ,standard
"7,485.00",ADM OF TOSITUMOMAB- 450MG ,standard
55.00,ADMIN IMMUNE VAC EA ADDL ,standard
60.00,ADMIN IMMUNE VAC ONE/COMBO ,standard
55,ADMIN INFLUENZA/VACCINE ,standard
60,ADMIN OF HEP-B VACCINE ,standard
80,ADMIN PHARM AGENT W/ASSESSMENT ,standard
59,ADMIN PNEUMOCOCCAL VACCINE ,standard
439.00,ADMIRAL XTREME BALLOON ,standard
12111.4,ADO-TRASTUZUMAB EMTANSINE 100 MG IV SOLR [141585],standard
"19,361.20",ADO-TRASTUZUMAB EMTANSINE 160 MG IV SOLR [141587],standard
82.00,ADRENAL ANTIBODY ,standard
"5,140.00",ADRENAL IMAG CORTEX MEDULLA ,standard
409,ADRENOCORT AB INITIAL STAIN ,standard
143.00,ADVANTAGE 26 INFLATION KIT ,standard
230,AEROSOL TRMNT PRESSURIZED OR NON-PRESSURIZED ,standard
410.00,AEROSOL TX PENTAMIDINE ,standard
590,AEROSOL TX PENTAMIDINE W OR W/O ALBUTEROL ,standard
70,AES WIRE ,standard
1035,AFO MOLDED TO PATIENT PLASTI ,standard
235.00,AFO PLASTIC ,standard
1600,AFO PLASTIC MOLDED W/ANKLE J ,standard
"1,090.00",AFO POS SOLID ANK PLASTIC MO ,standard
500,AFO STATIC ,standard
383.00,AFO WALKING BOOT NON-PNEUMATIC ,standard
117,AFP MATERNAL SERUM ,standard
MarkUp,AGENT VISCOELASTIC ,standard
3070,AGILIS EPICARDIACL ACCESS KIT ,standard
610,AGILITY 14 SOFT GUIDEWIRE ,standard
964,AGILITY 14 STD GUIDEWIRE ,standard
37110,AICD DUAL CHAMBER ,standard
37885,AICD DUAL CHAMBER B ,standard
51190,AICD OTHER THAN SING/DUAL ,standard
52255,AICD OTHER THAN SING/DUAL B ,standard
35790,AICD SINGLE CHAMBER ,standard
34555,AICD SINGLE CHAMBER B ,standard
2395,AIGIS RXICD ANTI-BACTERIAL ENV ,standard
1855,AIGIS RXPM ANTI-BACTERIAL ENV ,standard
153,AIRCAST ANKLE ,standard
600,AIRWAY RESIST BY IMPULS OSCILL ,standard
545,AIRWAYS SURGICAL PROCEDURE ,standard
367.2,ALBENDAZOLE 200 MG PO TABS [8979],standard
756.20,ALBUMIN 5 % IV SOLN FOR 500 ML DISPENSE [403772],standard
40.00,ALBUMIN CSF ,standard
17.00,ALBUMIN CSF ,standard
15,ALBUMIN FLUID QUANT EA SPECIMEN ,standard
227.6,ALBUMIN HUMAN 25 % IV SOLN [8981],standard
227.60,ALBUMIN HUMAN 25 % IV SOLN [8981],standard
427.3,ALBUMIN HUMAN 25 % IV SOLN [8981],standard
262.3,ALBUMIN HUMAN 25 % IV SOLN [8981],standard
392.2,ALBUMIN HUMAN 25 % IV SOLN [8981],standard
392.20,ALBUMIN HUMAN 25 % IV SOLN [8981],standard
756.2,ALBUMIN HUMAN 25 % IV SOLN 100 ML BOTTLE UF [402413],standard
160,ALBUMIN HUMAN 5 % IV SOLN [8982],standard
160.00,ALBUMIN HUMAN 5 % IV SOLN [8982],standard
231.3,ALBUMIN HUMAN 5 % IV SOLN [8982],standard
400.6,ALBUMIN HUMAN 5 % IV SOLN [8982],standard
160.00,ALBUMIN HUMAN 5 % IV SOLN [8982],standard
392.20,ALBUMIN HUMAN 5 % IV SOLN 250 ML BOTTLE [402414],standard
756.20,ALBUMIN HUMAN 5 % IV SOLN WITH LIFESOUTH COMMENTS 500 ML [402968],standard
786.50,ALBUMIN HUMAN 5 % IV SOLN WITH LIFESOUTH COMMENTS 500 ML [402968],standard
40.00,ALBUMIN SERUM ,standard
7,ALBUMIN/CREAT RATIO (MICROALB) ,standard
15,ALBUMIN-ASCITIC FLUID ,standard
40,ALBUMIN-BLOOD ,standard
121,ALBUTEROL INHALER ,standard
9.00,ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU [250],standard
9,ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU [250],standard
9,ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],standard
163,ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],standard
9,ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],standard
163,ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU [251],standard
21.2,ALBUTEROL SULFATE 2 MG PO TABS [253],standard
181.7,ALBUTEROL SULFATE 2 MG/5ML PO SYRP [252],standard
233.8,ALBUTEROL SULFATE HFA (PROAIR) MDI EAP=250 [126273],standard
193.5,ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],standard
77.2,ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],standard
77.2,ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],standard
287.1,ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS [17837],standard
424.2,ALCOHOL 98 % IJ SOLN [178802],standard
257,ALCOHOL WHOLE BLOOD ,standard
15815.7,ALDESLEUKIN 22000000 UNITS IV SOLR [8993],standard
15815.7,ALDESLEUKIN 22000000 UNITS IV SOLR [8993],standard
14,ALDOLASE ,standard
59,ALDOSTERONE SERUM ,standard
90392.8,ALEMTUZUMAB 12 MG/1.2ML IV SOLN [158423],standard
9,ALEMTUZUMAB 30 MG/ML IV SOLN [40661],standard
61.4,ALENDRONATE SODIUM 70 MG PO TABS [29048],standard
23.5,ALFENTANIL 500 MCG/ML IV INJ SH [500017],standard
56.9,ALFENTANIL 500 MCG/ML IV INJ SH [500017],standard
41.2,ALFENTANIL 500 MCG/ML IV INJ SH [500017],standard
12.7,ALFUZOSIN HCL ER 10 MG PO TB24 [36982],standard
3971.1,ALGLUCOSIDASE ALFA 50 MG IV SOLR [76353],standard
19.9,ALISKIREN FUMARATE 150 MG PO TABS [78653],standard
35,ALK PHOSPHATASE ,standard
35.00,ALKALINE PHOSPHATASE ,standard
3,ALKA-SELTZER PO LIQD 3.25 MG/ML [402004],standard
35,ALLERGEN - BELL PEPPER ,standard
35.00,ALLERGEN - CHOCOLATE ,standard
35,ALLERGEN - MOSQUITO POISON ,standard
12,ALLERGEN - PORK ,standard
35,ALLERGEN - TURKEY ,standard
35.00,ALLERGEN - WHITE ASH TREE ,standard
13,ALLERGEN BANANA ,standard
12.00,ALLERGEN BANANA IGG ,standard
39,ALLERGEN CASEIN ,standard
35,ALLERGEN HEVEA BRAZI ,standard
12,ALLERGEN PEANUT ,standard
35,ALLERGEN PECAN TREE ,standard
35,ALLERGEN PENICILL NOTA ,standard
35,ALLERGEN PENICILLIN G MAJOR ,standard
35.00,ALLERGEN PENICILLIN V MINOR ,standard
13,ALLERGEN RESP PANL REGION 3 ,standard
12.00,ALLERGEN SPECIFIC IGE ,standard
13.00,ALLERGEN SPRING TREE PROFILE ,standard
35,ALLERGEN WHEAT ,standard
12,ALLERGEN-ALTERNARIA TENUIS ,standard
12,ALLERGEN-AUMIGATUS ,standard
12.00,ALLERGEN-BEEF ,standard
12.00,ALLERGEN-CAT EPI AND DANDER ,standard
12,ALLERGEN-CHICKEN ,standard
12,ALLERGEN-CLADOSPORIUM HERBARUM ,standard
12.00,ALLERGEN-CORN ,standard
12,ALLERGEN-D PTERONYSSINUS ,standard
12,ALLERGEN-DERM FARINAE ,standard
12,ALLERGEN-DOG EPITHELIUM ,standard
12,ALLERGEN-EGG WHITE ,standard
12.00,ALLERGEN-EGG YOLK ,standard
12.00,ALLERGEN-FIRE ANT IMPORTED ,standard
12,ALLERGEN-HONEYBEE VENOM ,standard
12.00,ALLERGEN-MILK ,standard
12,ALLERGEN-PAPER WASP ,standard
12,ALLERGEN-SHRIMP ,standard
12.00,ALLERGEN-SOYBEAN ,standard
12,ALLERGEN-TOMATO ,standard
12.00,ALLERGEN-WHITE-FACED HORNET ,standard
12.00,ALLERGEN-YELLOW JACKET VENOM ,standard
12.00,ALLERGEN-YELLOW-FACED HORNET ,standard
110,ALLERGY INJECT 2 OR MORE ,standard
110,ALLERGY INJECTION-SINGLE ,standard
MarkUp,ALLO ACQUISTION BONE MARROW ,standard
858.00,ALLO CYTOGEN TISS CULT BONE MARROW ,standard
6025,ALLO HARVEST STEM CELLS ,standard
"1,365.00",ALLO HPC TRANS PREP/CRYO AND STORAGE ,standard
"3,980.00",ALLO HPC TRANSL PREP RBC REMVL ,standard
"2,275.00",ALLO HPC TRANSPL PREP PLASMA VOL DEPL ,standard
3980,ALLO HPC-A TRANSPL PREP/CELL CON ,standard
"30,240.00",ALLO TCELL DEPLETION OF HARVEST ,standard
1365,ALLO THAW PREV FROZEN HPCS ,standard
"1,365.00",ALLO WASHING OF THAWED HPC PER BAG ,standard
MarkUp,ALLODERM SKIN SUBSTITUTE SQ CM ,standard
3,ALLOPURINOL 100 MG PO TABS [310],standard
3,ALLOPURINOL 150 MG PO TAB (INPATIENT) [402171],standard
3,ALLOPURINOL 150 MG PO TAB (INPATIENT) [402171],standard
3,ALLOPURINOL 300 MG PO TABS [311],standard
3,ALLOPURINOL 300 MG PO TABS [311],standard
3.00,ALLOPURINOL 50 MG PO TAB (INPATIENT) [402172],standard
3,ALLOPURINOL 50 MG PO TAB (INPATIENT) [402172],standard
49,ALLOPURINOL PO LIQD 10 MG/ML [402005],standard
16151.9,ALLOPURINOL SODIUM 500 MG IV SOLR [25408],standard
16151.9,ALLOPURINOL SODIUM 500 MG IV SOLR [25408],standard
"5,682.00",ALLOSURE ,standard
90,ALPHA 1 ANTITRYPSIN ,standard
197,ALPHA SUBUNIT ,standard
756,ALPHA THALASSEMIA DELETIONS ,standard
90,ALPHA-1 ANTITRYPSIN TOTAL ,standard
58,ALPHA-1-ANTITRYPSIN PHENOTYPE ,standard
9,ALPHA1-PROTEINASE INHIBITOR 1000 MG/50ML IV SOLN [138179],standard
87.00,ALPHA-2-ANTIPLASMIN ACTIVITY ,standard
115,ALPHA-FETOPROTEIN AMNIOTIC ,standard
115,ALPHA-FETOPROTEIN SERUM TMR MRKR ,standard
3,ALPRAZOLAM 0.25 MG PO TABS [324],standard
3,ALPRAZOLAM 0.5 MG PO TABS [325],standard
507.8,ALPROSTADIL 500 MCG/ML IJ SOLN [9001],standard
507.8,ALPROSTADIL 500 MCG/ML IJ SOLN [9001],standard
36.00,ALT(SGPT) ,standard
35616.9,ALTEPLASE 1 MG/2 ML FOR RADIOLOGY [401669],standard
35616.9,ALTEPLASE 1 MG/ML CATH CLEAR PEDS UF [402275],standard
35616.9,ALTEPLASE 100 MG IV SOLR [9002],standard
35616.9,ALTEPLASE 1MG/2ML CATH CLEAR UF [402274],standard
647.2,ALTEPLASE 2 MG IJ SOLR [31310],standard
647.2,ALTEPLASE 2 MG IJ SOLR [31310],standard
17822.6,ALTEPLASE 50 MG IV SOLR [9003],standard
17822.6,ALTEPLASE 50 MG IV SOLR [9003],standard
301,ALTEPLASE INJ 2MG SYR ,standard
57.30,ALTRETAMINE 50 MG PO CAPS [9004],standard
12.80,ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP [9009],standard
13.9,ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP [9009],standard
8.9,ALUM & MAG HYDROXIDE-SIMETH 400-400-40 MG/5ML PO SUSP [9014],standard
8.4,ALUM & MAG HYDROX-SIMETH 1200-1200-120 MG/30ML PO SUSP UD [403534],standard
3.4,ALUM SULFATE-CA ACETATE EX PACK [9020],standard
8,ALUMINUM & MAGNES HYDROX 1200-1200 MG/30ML PO SUSP UD [402082],standard
8,ALUMINUM & MAGNESIUM HYDROXIDE 200-200 MG/5ML PO SUSP [37605],standard
3.00,ALUMINUM HYDROXIDE GEL 1920 MG/30ML PO SUSP UD [402007],standard
