Facility,Description - UPPERCASE,Unit Price
Cooper Service Area,AMANTADINE HCL 100 MG CAPSULE,$7.83
Cooper Service Area,AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION,$5.19
Cooper Service Area,AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION,$0.92
Cooper Service Area,AMIFOSTINE CRYSTALLINE 500 MG INTRAVENOUS SOLUTION,"$5,196.32"
Cooper Service Area,"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION",$118.88
Cooper Service Area,"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION",$77.60
Cooper Service Area,"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION",$35.41
Cooper Service Area,AMIKACIN 500 MG/2 ML INJECTION SOLUTION,$59.44
Cooper Service Area,AMIKACIN 500 MG/2 ML INJECTION SOLUTION,$37.59
Cooper Service Area,AMILORIDE 5 MG TABLET,$3.51
Cooper Service Area,AMILORIDE 5 MG TABLET,$3.40
Cooper Service Area,AMILORIDE 5 MG TABLET,$1.08
Cooper Service Area,AMINO ACID 10 % INTRAVENOUS SOLUTION,$130.95
Cooper Service Area,AMINO ACID INFUSION 6 % INTRAVENOUS SOLUTION,$109.13
Cooper Service Area,AMINO AC-PROTEIN HYDR-WHEY 11 GRAM-40 KCAL/45 ML TUBE FEED LIQUID PACK,$5.02
Cooper Service Area,AMINOCAPROIC ACID 250 MG/ML (25 %) ORAL SOLUTION,$229.27
Cooper Service Area,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION,$43.65
Cooper Service Area,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION,$31.82
Cooper Service Area,AMINOCAPROIC ACID 250 MG/ML IV,$26.77
Cooper Service Area,AMINOCAPROIC ACID 500 MG TABLET,$104.18
Cooper Service Area,AMINOCAPROIC ACID 500 MG TABLET,$90.54
Cooper Service Area,"AMIODARONE 150 MG/100 ML (1.5 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",$168.30
Cooper Service Area,AMIODARONE 150 MG/3 ML INTRAVENOUS SYRINGE,$63.05
Cooper Service Area,AMIODARONE 200 MG TABLET,$5.67
Cooper Service Area,AMIODARONE 200 MG TABLET,$1.79
Cooper Service Area,AMIODARONE 200 MG TABLET,$1.31
Cooper Service Area,AMIODARONE 200 MG TABLET,$1.21
Cooper Service Area,AMIODARONE 200 MG TABLET,$0.90
Cooper Service Area,AMIODARONE 200 MG TABLET,$0.73
Cooper Service Area,AMIODARONE 200 MG TABLET,$0.72
Cooper Service Area,"AMIODARONE 360 MG/200 ML (1.8 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV",$224.07
Cooper Service Area,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION,$16.91
Cooper Service Area,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION,$11.39
Cooper Service Area,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION,$9.70
Cooper Service Area,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION,$7.09
Cooper Service Area,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION,$6.84
Cooper Service Area,AMITRIPTYLINE 10 MG TABLET,$0.69
Cooper Service Area,AMITRIPTYLINE 100 MG TABLET,$5.54
Cooper Service Area,AMITRIPTYLINE 100 MG TABLET,$0.55
Cooper Service Area,AMITRIPTYLINE 25 MG TABLET,$2.09
Cooper Service Area,AMITRIPTYLINE 25 MG TABLET,$1.39
Cooper Service Area,AMITRIPTYLINE 50 MG TABLET,$2.77
Cooper Service Area,AMITRIPTYLINE 75 MG TABLET,$4.17
Cooper Service Area,AMITRIPTYLINE 75 MG TABLET,$0.56
Cooper Service Area,AMLODIPINE 10 MG TABLET,$1.57
Cooper Service Area,AMLODIPINE 10 MG TABLET,$1.22
Cooper Service Area,AMLODIPINE 10 MG TABLET,$0.50
Cooper Service Area,AMLODIPINE 2.5 MG TABLET,$0.83
Cooper Service Area,AMLODIPINE 2.5 MG TABLET,$0.67
Cooper Service Area,AMLODIPINE 5 MG TAB,$0.50
Cooper Service Area,AMLODIPINE 5 MG TABLET,$0.99
Cooper Service Area,AMLODIPINE 5 MG TABLET,$0.83
Cooper Service Area,AMLODIPINE 5 MG TABLET,$0.50
Cooper Service Area,AMMONIA AROMATIC 15 % (W/V) SOLUTION FOR INHALATION,$2.12
Cooper Service Area,AMMONIA AROMATIC 15 % (W/V) SOLUTION FOR INHALATION,$2.08
Cooper Service Area,AMOBARBITAL 500 MG SOLUTION FOR INJECTION,$355.53
Cooper Service Area,AMOXICILLIN 125 MG-POTASSIUM CLAVULANATE 31.25 MG/5 ML ORAL SUSP,$135.00
Cooper Service Area,AMOXICILLIN 250 MG CAPSULE,$0.56
Cooper Service Area,AMOXICILLIN 250 MG CAPSULE,$0.50
Cooper Service Area,AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION,$0.54
Cooper Service Area,AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION,$0.51
Cooper Service Area,AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION,$0.50
Cooper Service Area,AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 125 MG TABLET,$23.02
Cooper Service Area,AMOXICILLIN 400 MG/5 ML ORAL SUSPENSION,$1.87
Cooper Service Area,AMOXICILLIN 400 MG/5 ML ORAL SUSPENSION,$1.58
Cooper Service Area,AMOXICILLIN 400 MG/5 ML ORAL SUSPENSION,$1.55
Cooper Service Area,AMOXICILLIN 400 MG-POTASSIUM CLAVULANATE 57 MG/5 ML ORAL SUSPENSION,$12.56
Cooper Service Area,AMOXICILLIN 400 MG-POTASSIUM CLAVULANATE 57 MG/5 ML ORAL SUSPENSION,$3.71
Cooper Service Area,AMOXICILLIN 400 MG-POTASSIUM CLAVULANATE 57 MG/5 ML ORAL SUSPENSION,$3.54
Cooper Service Area,AMOXICILLIN 400 MG-POTASSIUM CLAVULANATE 57 MG/5 ML ORAL SUSPENSION,$2.21
Cooper Service Area,AMOXICILLIN 500 MG CAPSULE,$0.86
Cooper Service Area,AMOXICILLIN 500 MG CAPSULE,$0.83
Cooper Service Area,AMOXICILLIN 500 MG CAPSULE,$0.81
Cooper Service Area,AMOXICILLIN 500 MG CAPSULE,$0.50
Cooper Service Area,AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET,$6.84
Cooper Service Area,AMOXICILLIN 500 MG-POTASSIUM CLAVULANATE 125 MG TABLET,$6.57
Cooper Service Area,AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION,$223.71
Cooper Service Area,AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION,$181.88
Cooper Service Area,AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION,$84.88
Cooper Service Area,AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION,$69.11
Cooper Service Area,AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET,$7.86
Cooper Service Area,AMPHOTERICIN B 50 MG SOLUTION FOR INJECTION,$184.30
Cooper Service Area,AMPHOTERICIN B LIPOSOME 50 MG INTRAVENOUS SUSPENSION,"$1,198.63"
Cooper Service Area,AMPICILLIN 1 GRAM INTRAVENOUS SOLUTION,$69.50
Cooper Service Area,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,$29.10
Cooper Service Area,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,$24.25
Cooper Service Area,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,$23.50
Cooper Service Area,AMPICILLIN 2 GRAM INTRAVENOUS SOLUTION,$134.83
Cooper Service Area,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,$65.00
Cooper Service Area,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,$53.35
Cooper Service Area,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,$34.46
Cooper Service Area,AMPICILLIN 500 MG SOLUTION FOR INJECTION,$17.09
Cooper Service Area,AMPICILLIN 500 MG SOLUTION FOR INJECTION,$14.55
Cooper Service Area,AMPICILLIN 500 MG SOLUTION FOR INJECTION,$11.49
Cooper Service Area,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,$38.56
Cooper Service Area,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,$36.85
Cooper Service Area,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,$26.68
Cooper Service Area,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,$18.87
Cooper Service Area,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,$13.22
Cooper Service Area,AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION,$319.13
Cooper Service Area,AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION,$271.60
Cooper Service Area,AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION,$155.93
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$77.36
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$69.58
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$43.65
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$37.39
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$30.80
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$25.97
Cooper Service Area,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$17.46
Cooper Service Area,ANAGRELIDE 0.5 MG CAPSULE,$4.04
Cooper Service Area,ANASTROZOLE 1 MG TABLET,$2.45
Cooper Service Area,ANASTROZOLE 1 MG TABLET,$2.43
Cooper Service Area,ANASTROZOLE 1 MG TABLET,$2.20
Cooper Service Area,ANASTROZOLE 1 MG TABLET,$1.21
Cooper Service Area,ANASTROZOLE 1 MG TABLET,$0.50
Cooper Service Area,ANCHOR 2.4 MM BIO-SUT TAK (MIN 5 EA) [AR-1934BCF-24],"$1,479.25"
Cooper Service Area,ANCHOR 31 MM OCCIPITAL  [66-2040],"$10,737.90"
Cooper Service Area,ANCHOR 4.5MM X 18.5MM PEEK PUSH LOCK (MIN 5 EA) [AR-1922PS],"$1,746.00"
Cooper Service Area,ANCHOR 4.5X44MM HTO IBALANCE CORTCL SCR [AR-13402-44],"$1,212.50"
Cooper Service Area,ANCHOR 4.5X52MM HTO IBALANCE CORTCL SCR [AR-13402-52],"$1,212.50"
Cooper Service Area,ANCHOR 5.0 TWINFIX AB W/SUTURE  AND DILATOR [7210702],"$1,389.91"
Cooper Service Area,ANCHOR 5.0 TWINFIX TI W/TWO  [72200755],"$1,240.82"
Cooper Service Area,ANCHOR BIO SUT TAK 2.4 X 8.5MM (MIN 5 EA) [AR-1322BCNF],"$1,576.25"
Cooper Service Area,ANCHOR CINCHLOCK FLX KNTLS  [CAT02643],"$2,999.14"
Cooper Service Area,ANCHOR CLIK (SET OF 2) SC-4316 [M365SC4316],"$1,455.00"
Cooper Service Area,ANCHOR CLIK X  [SC-4318],"$1,915.75"
Cooper Service Area,ANCHOR CLIK X MRI  [SC-4319],"$1,915.75"
Cooper Service Area,ANCHOR CRKSCR SUT W/NDL 5X15.5 W/ FBRWR (MIN 5 EA) [AR-1920SNF],"$1,018.50"
Cooper Service Area,ANCHOR FIBER SUT TAPE SWIVELK (MIN 5 EA) [AR-2324BCCT],"$2,279.50"
Cooper Service Area,ANCHOR GLENOID LINK SZ 48MM GLOBAL PEG X [1136-42-026],"$5,820.00"
Cooper Service Area,ANCHOR GLENOID PE SZ 52MM PEG X PREMIERON [1136-43-025],"$6,502.06"
Cooper Service Area,ANCHOR GRFT IMPL SYS ,"$6,062.50"
Cooper Service Area,ANCHOR INJEX BUMPY  [97791],$800.25
Cooper Service Area,ANCHOR MICRO FIX  [212856],"$2,425.00"
Cooper Service Area,ANCHOR MULTIFIX S-ULT 5.5MM KNTLS [72290001],"$2,070.95"
Cooper Service Area,ANCHOR NANO CORKSCREW  [AR-1317FT],"$2,061.25"
Cooper Service Area,ANCHOR OCCIPITAL 31 MM  [65-2040],"$1,299.80"
Cooper Service Area,ANCHOR OCCIPITAL 37 MM  [65-2041],"$1,518.05"
Cooper Service Area,ANCHOR OCCIPITAL 45 MM  [65-2042],"$1,721.75"
Cooper Service Area,ANCHOR OCCIPITAL 50 MM  [65-2043],"$1,969.10"
Cooper Service Area,ANCHOR PLUG 12MM  [178554],"$5,068.25"
Cooper Service Area,ANCHOR ROC EZ 2.8 MM X 18CM  [251302],"$1,989.32"
Cooper Service Area,ANCHOR ROC XS 3.5 MM X 18CM  [251402],"$2,188.17"
Cooper Service Area,ANCHOR SUT 1.4MM NANOTACK  [CAT01858],"$2,215.19"
Cooper Service Area,ANCHOR SUT 2.3MM BLU OSTEORAPTOR ULBRD COBRAID [72201993],"$1,644.34"
Cooper Service Area,ANCHOR SUT 2.3MM OSTEORAPTOR CRVD ST TIS 1 ULBRD FLXB PRELD,"$1,830.97"
Cooper Service Area,ANCHOR SUT 5.5 X 16.3MM CRKSCR (MIN 5 EA) [AR-1928SF-2],"$1,115.50"
Cooper Service Area,ANCHOR SUT 5.5MM HEALICOIL HI TRSNL REGENESORB SHLDR 3 ULBRD [72203707],"$1,412.32"
Cooper Service Area,ANCHOR SUT BCMPS 2.9X15.5MM PUSHLOCK (MIN 5 EA) [AR-1923BC],"$1,940.00"
Cooper Service Area,ANCHOR SUT BCMPS 5.5 X 19.1MM SWIVELOCK C CLS EYLT(MIN 5 EA) [AR-2323BCC],"$1,940.00"
Cooper Service Area,ANCHOR SUT BIOCOMPOSITE 4.5 (MIN 5 EA) [AR-1927BCF-45],"$1,576.25"
Cooper Service Area,ANCHOR SUT BIOCORKSCREW 5.5 FT (MIN 5 EA) [AR-1927BCF],"$1,576.25"
Cooper Service Area,ANCHOR SUT DX FIBERTAK #1 FW NDLS [AR-8990],"$2,061.25"
Cooper Service Area,ANCHOR SUT FIX 1.7MM  [72203852],"$1,698.42"
Cooper Service Area,ANCHOR SUT FT 3.5 X 10MM W/NDL CORKSCREW (MIN 5 EA) [AR-1915FT],"$1,382.25"
Cooper Service Area,ANCHOR SUT KNTLS 2.4MM W/ FLX INSRTR CINCHLOCK [CAT02462],"$2,332.07"
Cooper Service Area,ANCHOR SUT MICRO CORKSCREW FT TRUSS [AR-1318FT-40],"$1,382.25"
Cooper Service Area,ANCHOR SUT MN BIO-PUSHLOCK  [AR-8825BC],"$2,061.25"
Cooper Service Area,ANCHOR SUT PEEK SWVLK 4.75MMFT  [AR-2324PCT],"$2,061.25"
Cooper Service Area,ANCHOR SUT PEEK SWVLK 4.75MMTT  [AR-2324PCTT],"$2,061.25"
Cooper Service Area,ANCHOR SUT P-LOCK 2.9X12.5MM BIO-COMP [AR-2923BC],"$1,940.00"
Cooper Service Area,ANCHOR SUT RESORB HECL 4.75MM  [72203704],"$1,361.88"
Cooper Service Area,ANCHOR SUT2.3 BIORAPTOR BIOABS  [72201541],"$1,416.20"
Cooper Service Area,ANCHOR SUT2.3 BIORAPTOR SFTTIS  [72201542],"$1,416.20"
Cooper Service Area,ANCHOR SWIFT LOCK ANS  [1192],$848.75
Cooper Service Area,ANCHOR TIGER SUT TAPESWIVELK (MIN 5 EA) [AR-2324BCCTT],"$2,279.50"
Cooper Service Area,ANCHOR TWIN FIX  TI 6.5  [72200758],"$1,240.82"
Cooper Service Area,ANCHOR VERSALOCK W/ORTHO CORD  [210808],"$2,914.85"
Cooper Service Area,ANGIOTENSIN II 2.5 MG/ML INTRAVENOUS SOLUTION,"$7,275.00"
Cooper Service Area,ANTENNA DBS FOR ACTIVA DBS PATIENT PROGRAMMER 37642 [37092],$388.00
Cooper Service Area,"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 1,000 (+/-) UNIT IV SOLUTION","$7,954.00"
Cooper Service Area,"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 2,000 (+/-) UNIT IV SOLUTION","$15,908.00"
Cooper Service Area,"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 250 (+/-) UNIT IV SOLUTION","$1,988.50"
Cooper Service Area,"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 500 (+/-) UNIT IV SOLUTION","$3,977.00"
Cooper Service Area,ANTIHEMOPHILIC FACTOR-VWF 250 UNIT-600 UNIT INTRAVENOUS SOLUTION,"$1,636.88"
Cooper Service Area,"ANTIHEMOPHILIC FACTOR-VWF 500 UNIT-1,200 UNIT INTRAVENOUS SOLUTION","$3,273.75"
Cooper Service Area,ANTI-INHIBITOR COAGULANT COMPLEX 350 UNIT-650 UNIT INTRAVENOUS SOLN,"$5,238.00"
Cooper Service Area,"ANTI-INHIBITOR COAGULANT COMPLEX 700 UNIT-1,300 UNIT INTRAVENOUS SOLN","$10,476.00"
Cooper Service Area,"ANTI-INHIBITOR COAGULANT COMPLX 1,750 UNIT-3,250 UNIT INTRAVENOUS SOLN","$26,190.00"
Cooper Service Area,ANTITHROMBIN III (HUMAN) 500 (+/-) UNIT INTRAVENOUS SOLUTION,"$9,409.00"
Cooper Service Area,ANTI-THYMOCYTE GLOBULIN (RABBIT) 25 MG INTRAVENOUS SOLUTION,"$4,073.08"
Cooper Service Area,APIXABAN 2.5 MG TABLET,$35.90
Cooper Service Area,APIXABAN 5 MG TABLET,$35.90
Cooper Service Area,APPLICATOR ARISSTA FLEXTIP XL ,$69.36
Cooper Service Area,APPLICATOR ENDO FLSL STRL LF DISP,$250.99
Cooper Service Area,APPLICATOR SURGICEL ENDSCPC ,$118.15
Cooper Service Area,APPLICATOR TIP -  COSEAL 22CM ,$168.88
Cooper Service Area,APPLICATOR TIP - COSEAL 10CM ,$96.52
Cooper Service Area,APPLICATOR TIP SPRY 6IN PROGEL ,$436.50
Cooper Service Area,APPLIER 5MM SGL-SITE MD/LG CLIP,"$3,225.25"
Cooper Service Area,APPLIER CLIP MD/LG (ROBOT) ,"$6,790.00"
Cooper Service Area,APPLIER HELI-FX W/ ENDO ANCH CASS [SA-85],"$23,037.50"
Cooper Service Area,APPLIER LIGACLIP MED ERS20 ROTATING,$411.86
Cooper Service Area,APPLIER LIGAMAX 5ML MED/LRG CLIPS,$710.04
Cooper Service Area,APPLIER RCY LIGACLIP LRG ER420 ROTATING,$181.63
Cooper Service Area,APPLIER RCY LIGACLIP MED ER320 ROTATING,$181.63
Cooper Service Area,APPLIER SM CLIP ,"$1,018.50"
Cooper Service Area,APPLIER SM CLIP DAVINCI XI EWRST,"$1,358.00"
Cooper Service Area,APPLIER SUT CLP LAPRA-TY ABSRB ,$305.99
Cooper Service Area,APREPITANT 125 MG CAPSULE,$395.31
Cooper Service Area,APREPITANT 40 MG CAPSULE,$572.49
Cooper Service Area,APREPITANT 40 MG CAPSULE,$426.56
Cooper Service Area,APREPITANT 40 MG CAPSULE,$426.55
Cooper Service Area,APREPITANT 80 MG CAPSULE,$530.52
Cooper Service Area,ARCH BARS  [01-0299],$189.15
Cooper Service Area,ARCH BARS  [01-0299],$339.50
Cooper Service Area,ARCH FOOT 155MM  [4934-6-155],"$5,594.96"
Cooper Service Area,ARCH FT 100MM TI  [4934-6-100],"$5,812.24"
Cooper Service Area,ARCH FT 120MM TI  [4934-6-120],"$5,812.24"
Cooper Service Area,ARCH FT 140MM TI  [4934-6-140],"$5,594.96"
Cooper Service Area,ARCH FT 180MM TI  [4934-6-180],"$5,594.96"
Cooper Service Area,ARCH FT 210MM TI  [4934-6-210],"$5,594.96"
Cooper Service Area,ARGATROBAN 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,$960.30
Cooper Service Area,ARGATROBAN 100 MG/ML INTRAVENOUS SOLUTION,"$2,910.00"
Cooper Service Area,ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,"$1,100.95"
Cooper Service Area,ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,"$1,067.00"
Cooper Service Area,ARGININE HCL (L-ARGININE) 10 % INTRAVENOUS SOLUTION,$180.42
Cooper Service Area,ARIPIPRAZOLE 10 MG TABLET,$39.85
Cooper Service Area,ARIPIPRAZOLE 10 MG TABLET,$1.44
Cooper Service Area,ARIPIPRAZOLE 15 MG TABLET,$109.13
Cooper Service Area,ARIPIPRAZOLE 15 MG TABLET,$45.96
Cooper Service Area,ARIPIPRAZOLE 15 MG TABLET,$6.13
Cooper Service Area,ARIPIPRAZOLE 2 MG TABLET,$144.20
Cooper Service Area,ARIPIPRAZOLE 2 MG TABLET,$117.21
Cooper Service Area,ARIPIPRAZOLE 2 MG TABLET,$45.32
Cooper Service Area,ARIPIPRAZOLE 5 MG TABLET,$39.85
Cooper Service Area,ARIPIPRAZOLE 5 MG TABLET,$15.94
Cooper Service Area,ARM 5.0MM VAR ANG XTN W/ 4.0MM BLIND SCR [991088S],"$2,425.00"
Cooper Service Area,ARM 55MM MUL-VECOTR DSTRCT TI  [487.973],"$1,426.05"
Cooper Service Area,ARM ACT RGD CARDANIC 25MM  [51-401-25-09],"$4,615.11"
Cooper Service Area,ARM DETACH DISTRACTOR 40MM ,"$4,757.85"
Cooper Service Area,ARM FLEX ACTIVATION 50MM ,"$4,757.85"
Cooper Service Area,ARM RIGID ACTIVATION 45MM ,"$4,757.85"
Cooper Service Area,ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION,"$2,880.90"
Cooper Service Area,ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION,"$4,321.35"
Cooper Service Area,ARTERY 4.0X8.0CM CRPRS AORTOILIAC [A1-04-08],"$121,798.05"
Cooper Service Area,ARTERY 5.0X9.0CM CRPRS AORTOILIAC [A1-05-09],"$121,798.05"
Cooper Service Area,ARTERY FEM 12MMX11CM POPLITEAL [R010],"$113,465.75"
Cooper Service Area,ARTERY FEM 6MM 6X25CM POPLITEAL [R020],"$31,525.00"
Cooper Service Area,ARTIFICIAL TEARS(DEXTRAN-HYPROMEL-GLYCERN) 0.1 %-0.3 %-0.2 % EYE DROPS,$53.40
Cooper Service Area,ARTIFICIAL TEARS(DEXTRAN-HYPROMEL-GLYCERN) 0.1 %-0.3 %-0.2 % EYE DROPS,$29.10
Cooper Service Area,ASCORBIC ACID (VITAMIN C) 250 MG TABLET,$0.50
Cooper Service Area,ASCORBIC ACID (VITAMIN C) 500 MG TABLET,$0.50
Cooper Service Area,ASCORBIC ACID (VITAMIN C) 500 MG/5 ML ORAL SYRUP,$0.80
Cooper Service Area,ASCORBIC ACID (VITAMIN C) 500 MG/5 ML ORAL SYRUP,$0.50
Cooper Service Area,ASCORBIC ACID (VITAMIN C) 500 MG/ML INJECTION SOLUTION,$4.39
Cooper Service Area,ASPIRIN 300 MG RECTAL SUPPOSITORY,$5.66
Cooper Service Area,ASPIRIN 325 MG TABLET,$0.50
Cooper Service Area,"ASPIRIN 325 MG TABLET,DELAYED RELEASE",$0.50
Cooper Service Area,ASPIRIN 600 MG RECTAL SUPPOSITORY,$5.85
Cooper Service Area,ASPIRIN 81 MG CHEWABLE TABLET,$0.50
Cooper Service Area,"ASPIRIN 81 MG TABLET,DELAYED RELEASE",$0.50
Cooper Service Area,ASSEMBLY 55MM XTRNL FX MINI RAIL X-FIX [983-2000],"$9,967.72"
Cooper Service Area,ASSEMBLY CABLE CON  [188312002],"$2,248.99"
Cooper Service Area,ASSEMBLY HFMN2 MIC LNTHNR ,"$11,977.71"
Cooper Service Area,ASSEMBLY J HOOK  [188312003],"$2,104.42"
Cooper Service Area,ASSEMBLY LATERAL OFFSET CON  [188312001],"$2,413.55"
Cooper Service Area,ASSEMBLY OPEN SHORT XRS  [20-2070],"$3,928.50"
Cooper Service Area,ASSEMBLY SM LT LNG 4.5IN TOT ELB INTCHN ULN,"$23,530.99"
Cooper Service Area,ASSEMBLY TB RIA 520MM STRL F/ 314.743 [314.746S],"$2,259.91"
Cooper Service Area,ASSEMBLY ULN REG RT 3.5IN TOT ELBW INTCHN [32-8105-63-02],"$21,730.43"
Cooper Service Area,ATAZANAVIR 150 MG CAPSULE,$236.56
Cooper Service Area,ATAZANAVIR 150 MG CAPSULE,$48.02
Cooper Service Area,ATAZANAVIR 200 MG CAPSULE,$118.28
Cooper Service Area,ATAZANAVIR 200 MG CAPSULE,$36.01
Cooper Service Area,ATAZANAVIR 300 MG CAPSULE,$234.32
Cooper Service Area,ATAZANAVIR 300 MG CAPSULE,$93.73
Cooper Service Area,ATENOLOL 100 MG TABLET,$1.05
Cooper Service Area,ATENOLOL 100 MG TABLET,$0.50
Cooper Service Area,ATENOLOL 25 MG TABLET,$0.84
Cooper Service Area,ATENOLOL 25 MG TABLET,$0.61
Cooper Service Area,ATENOLOL 25 MG TABLET,$0.50
Cooper Service Area,ATENOLOL 50 MG TABLET,$0.50
Cooper Service Area,ATORVASTATIN 10 MG TABLET,$1.79
Cooper Service Area,ATORVASTATIN 10 MG TABLET,$1.19
Cooper Service Area,ATORVASTATIN 10 MG TABLET,$1.03
Cooper Service Area,ATORVASTATIN 20 MG TABLET,$2.18
Cooper Service Area,ATORVASTATIN 20 MG TABLET,$1.46
Cooper Service Area,ATORVASTATIN 40 MG TABLET,$2.18
Cooper Service Area,ATORVASTATIN 40 MG TABLET,$0.50
Cooper Service Area,ATORVASTATIN 80 MG TABLET,$72.50
Cooper Service Area,ATORVASTATIN 80 MG TABLET,$3.28
Cooper Service Area,ATORVASTATIN 80 MG TABLET,$2.63
Cooper Service Area,ATORVASTATIN 80 MG TABLET,$1.46
Cooper Service Area,ATORVASTATIN 80 MG TABLET,$0.50
Cooper Service Area,ATOVAQUONE 250 MG-PROGUANIL 100 MG TABLET,$133.22
Cooper Service Area,ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION,$174.33
Cooper Service Area,ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION,$160.80
Cooper Service Area,ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION,$127.31
Cooper Service Area,ATROPINE 0.1 MG/ML INJECTION SYRINGE,$40.26
Cooper Service Area,ATROPINE 0.1 MG/ML INJECTION SYRINGE,$22.43
Cooper Service Area,ATROPINE 0.1 MG/ML INJECTION SYRINGE,$21.83
Cooper Service Area,ATROPINE 0.4 MG/ML INJECTION SOLUTION,$16.98
Cooper Service Area,ATROPINE 0.4 MG/ML INJECTION SOLUTION,$12.13
Cooper Service Area,ATROPINE 0.4 MG/ML INJECTION SOLUTION,$4.26
Cooper Service Area,ATROPINE 1 % EYE DROPS,$248.90
Cooper Service Area,ATROPINE 1 % EYE DROPS,$226.50
Cooper Service Area,ATROPINE 1 % EYE DROPS,$180.27
Cooper Service Area,ATROPINE 1 MG/ML INJECTION SOLUTION,$21.34
Cooper Service Area,ATTACHMENT 0.8NM QC TRQ LIMITING,"$10,537.11"
Cooper Service Area,ATTACHMENT 1.5NM QC TRQ LIMITING,"$10,537.11"
Cooper Service Area,ATTACHMENT 4.0NM F/ AO REAMING CPLNG QC TRQ LIMITING,"$10,537.11"
Cooper Service Area,ATTACHMENT AS10 LGND 10CM STR 9ST 2.4MM [AS10],"$4,108.92"
Cooper Service Area,AUGMENT 10X62.5MM POST W/ BLT  [185423],"$5,415.03"
Cooper Service Area,AUGMENT 54MM ACETABULR REV SYS BTRS TNTLM [00489400154],"$12,125.00"
